feature	metabat_SRR16554674.5	maxbin_SRR13022355.014	metabat_ERR12405975.5_sub	semibin_SRR13022325.6	semibin_SRR16554706.23	semibin_SRR23364195.41	semibin_SRR5930502.51	metabat_SRR13022352.3	semibin_ERR12405939.29	metabat_SRR16554779.30	maxbin_SRR11413655.005	maxbin_ERR2162217.001	maxbin_SRR13022336.003_sub	maxbin_SRR25825509.002	semibin_SRR5930533.9	metabat_SRR13022417.2	semibin_SRR5930511.52	semibin_ERR6281504.148	semibin_ERR6279672.24	semibin_SRR11413653.25	maxbin_SRR16554665.003	semibin_SRR11413686.80	maxbin_ERR12405962.011_sub	metabat_ERR6279614.12_sub	semibin_ERR6232382.49_sub	semibin_ERR6279675.47	maxbin_SRR16554775.001	semibin_SRR11413653.97_sub	semibin_SRR16554655.39	metabat_ERR12405990.2	metabat_ERR6232687.8_sub	metabat_SRR25825493.27	maxbin_ERR6281499.002	semibin_SRR11413691.62	semibin_SRR6000945.4	metabat_SRR11413649.62	metabat_SRR5930494.64	metabat_ERR12405981.15	maxbin_SRR11413649.010	maxbin_SRR13068842.057_sub	metabat_SRR16554646.5	metabat_SRR20881978.24	semibin_SRR5930502.48	semibin_SRR6000905.60_sub	semibin_SRR5930507.29	semibin_SRR16554630.20	metabat_ERR6271719.4	semibin_SRR25825509.21	metabat_SRR23364235.43	maxbin_SRR5930501.002	metabat_ERR12405956.16	maxbin_ERR12406000.010	metabat_SRR6000877.7	semibin_SRR13022308.4	metabat_ERR12405930.6	semibin_SRR16554707.35_sub	semibin_ERR2162217.22	metabat_ERR12405933.43	semibin_ERR2162223.6	metabat_SRR6000874.30	metabat_SRR16554713.13	semibin_SRR5930499.112	maxbin_ERR6257997.027	semibin_SRR16168913.44_sub	semibin_SRR6000900.32	semibin_SRR16168903.5	semibin_SRR16554765.8	maxbin_SRR16554755.007_sub	semibin_SRR5930534.80	metabat_SRR6000907.1_sub	maxbin_SRR16554728.024	semibin_SRR8387683.16	maxbin_SRR11413620.019	semibin_SRR25825514.3_sub	metabat_ERR12405985.2	semibin_SRR16554738.0	semibin_SRR11413691.42	maxbin_SRR11413655.009_sub	semibin_SRR20881975.0	metabat_ERR6275681.8	maxbin_SRR16554759.001	metabat_SRR16554662.30_sub	metabat_SRR16554786.10	metabat_ERR6243880.3	semibin_ERR6264280.18	metabat_ERR6281505.14	semibin_SRR16554671.9	maxbin_SRR16554707.013	metabat_SRR16554771.26	maxbin_ERR6279655.020	metabat_SRR5930523.5	semibin_SRR11413608.137	metabat_ERR6279651.8	metabat_SRR16554746.22	maxbin_ERR6232518.013	metabat_ERR12405939.30	metabat_ERR12405970.10	semibin_SRR20881988.7	metabat_ERR6275666.49	metabat_SRR16554744.3	semibin_SRR16168903.11	semibin_SRR11413690.7	metabat_SRR5930536.13	semibin_SRR13022424.5	semibin_ERR12405947.71	semibin_ERR6279646.10	metabat_ERR12405918.3	semibin_SRR23364196.21	semibin_SRR16554716.24	semibin_SRR6000910.14	metabat_SRR16554626.7	semibin_SRR25825508.4_sub	semibin_SRR13068844.35	semibin_SRR16554766.35_sub	semibin_ERR6279614.29	semibin_SRR11413683.102	maxbin_ERR6279658.017_sub	semibin_ERR6230326.3	maxbin_SRR5930501.087_sub	maxbin_SRR16168913.015	maxbin_ERR2162209.017_sub	semibin_SRR16168920.5_sub	semibin_SRR16554739.16	metabat_SRR16168982.24	metabat_SRR13022323.1	semibin_ERR6267712.45	maxbin_SRR16554647.003	semibin_ERR2162202.11	semibin_SRR16168909.12	maxbin_ERR2162223.012	maxbin_SRR25825521.012_sub	metabat_SRR23364233.36	semibin_SRR25825499.11	semibin_SRR16554653.1	semibin_SRR23364199.62	maxbin_SRR5930508.026	semibin_ERR6279671.24	semibin_SRR16554730.5	maxbin_SRR5930522.022	semibin_SRR16554790.42	metabat_ERR6279652.5	semibin_ERR6243877.10	metabat_SRR16168941.17	semibin_SRR16168929.15_sub	maxbin_SRR23364240.011	metabat_SRR6000947.37_sub	metabat_ERR6235716.8_sub	metabat_SRR16554633.8	metabat_ERR6279615.15	metabat_SRR16554713.7	semibin_SRR13068836.17_sub	semibin_SRR20881980.15_sub	semibin_ERR6279661.5	semibin_ERR6264281.7	maxbin_SRR5930521.014	metabat_SRR13022372.10_sub	semibin_SRR20881981.34	semibin_ERR6279683.8	semibin_ERR6279655.40	semibin_SRR11413688.2	semibin_ERR6233695.43_sub	maxbin_SRR5930515.007	semibin_ERR6273965.5	semibin_SRR25825516.1	maxbin_SRR13068818.010	maxbin_SRR16168926.008	semibin_SRR16554672.14	semibin_ERR12405970.61	maxbin_SRR16554787.017_sub	metabat_SRR6000907.39	semibin_SRR5930528.37	metabat_SRR23364184.15	semibin_SRR25825502.47_sub	maxbin_ERR12405958.009_sub	semibin_SRR16168913.31	semibin_ERR6232458.16	semibin_SRR5930519.26	semibin_SRR11413688.65_sub	semibin_SRR5930536.88	maxbin_ERR12406009.001	semibin_SRR16554765.35	semibin_SRR13068830.5	metabat_SRR5930502.31	metabat_ERR2162222.11_sub	maxbin_SRR16554790.013_sub	maxbin_SRR16554733.009	metabat_SRR11413686.6	maxbin_SRR8387707.004_sub	metabat_SRR16554669.41_sub	maxbin_SRR5930518.019_sub	metabat_SRR11413686.5	semibin_SRR11413606.8	semibin_SRR13068817.76	metabat_SRR6000874.13_sub	semibin_SRR20881986.74	semibin_SRR23364193.36	semibin_SRR16554786.37	semibin_ERR2162202.9	semibin_SRR5930501.2	metabat_SRR16554665.10	metabat_SRR13068853.24	semibin_SRR25825502.21	semibin_ERR6279669.74	semibin_SRR5930523.22	metabat_SRR13068851.17	metabat_ERR6279627.10	semibin_SRR11413679.4	metabat_SRR11413647.31	semibin_SRR6000892.71	metabat_SRR13022401.12	metabat_SRR16168896.4	semibin_SRR5930533.32_sub	maxbin_SRR11413646.009	metabat_SRR13068832.4	semibin_SRR20881980.56	maxbin_ERR6282070.040_sub	semibin_ERR6233693.7	semibin_SRR16168945.59_sub	metabat_SRR16554687.19	semibin_SRR23364183.27	semibin_SRR11413689.18	semibin_SRR5930498.73	maxbin_SRR5930497.004	metabat_SRR5930527.86	metabat_SRR20881987.29	metabat_ERR6275676.3	metabat_SRR6000949.51_sub	semibin_SRR11413689.110	metabat_SRR16554771.5	semibin_SRR16554766.13	maxbin_SRR6000869.050	metabat_SRR13068834.30	metabat_SRR13068828.29	semibin_SRR16554633.6	semibin_SRR11413657.102	metabat_SRR11413685.32	semibin_SRR13022464.9	maxbin_SRR23364240.009_sub	maxbin_SRR5930504.027	metabat_SRR13068838.21	semibin_ERR12405916.16	semibin_SRR16554627.102	maxbin_ERR6275667.027	metabat_SRR16168975.22	metabat_SRR16554654.18	metabat_SRR11413687.86	semibin_ERR6279673.25_sub	semibin_ERR6232458.12	semibin_SRR5930498.118	metabat_SRR16554765.17	semibin_SRR6000893.60_sub	semibin_SRR13068839.7	semibin_ERR2162216.32	metabat_ERR6281658.13	semibin_SRR23364206.58	semibin_SRR23364171.72	metabat_SRR25825507.13_sub	semibin_SRR8387707.23	maxbin_ERR6233693.010_sub	metabat_SRR5930527.85	metabat_SRR16554711.16	metabat_ERR12405926.24	semibin_SRR5930510.9	semibin_SRR5930518.30	metabat_SRR13068829.36	metabat_SRR5930526.41	semibin_SRR11413607.11	metabat_ERR12406012.5	semibin_SRR5930509.30	metabat_SRR6000905.24	semibin_SRR23364199.26	semibin_SRR11413613.11	semibin_SRR5930504.118_sub	semibin_SRR20881985.46_sub	semibin_SRR23364229.5	semibin_SRR13068829.205	maxbin_SRR23364183.002	semibin_ERR6280907.75	maxbin_ERR6232523.003	semibin_ERR6267712.18	metabat_SRR5930498.82	semibin_SRR25825510.41_sub	semibin_ERR6279674.8	maxbin_ERR6281505.022	maxbin_ERR6279662.030	metabat_ERR6279625.46	semibin_SRR6000903.13	maxbin_SRR23364204.024	metabat_SRR5930506.9_sub	metabat_ERR6243878.23_sub	metabat_SRR16168986.5	maxbin_ERR6279614.017_sub	maxbin_ERR6279679.012	metabat_ERR6279677.48_sub	maxbin_SRR25825517.033_sub	metabat_ERR12405950.7	metabat_SRR13068843.53_sub	maxbin_ERR6280910.023_sub	metabat_ERR6232458.6	maxbin_SRR16168920.025	metabat_SRR25825508.34_sub	maxbin_SRR5930498.027	semibin_SRR5930517.113	maxbin_SRR13068814.028	semibin_SRR6000900.14	metabat_SRR16168974.17	metabat_SRR6000874.22_sub	maxbin_ERR6279673.036	metabat_SRR16554652.48	semibin_ERR6281434.39	metabat_SRR16168976.38	semibin_SRR20881976.80	semibin_ERR6281448.54	maxbin_SRR11413653.009	metabat_SRR13068843.68	maxbin_SRR16168974.016_sub	maxbin_SRR5930495.007_sub	metabat_ERR6271721.58	metabat_SRR23364216.19_sub	semibin_SRR16168985.16	maxbin_SRR5930510.007_sub	semibin_SRR5930528.71	semibin_SRR13068818.12_sub	metabat_SRR5930516.94	maxbin_SRR16168918.042_sub	metabat_ERR6279654.11	metabat_ERR6279619.19_sub	metabat_ERR6279661.17	maxbin_SRR5930494.018	metabat_SRR5930534.8_sub	metabat_ERR6275677.54	semibin_SRR20881980.162	semibin_SRR5930536.9	semibin_ERR6273965.44_sub	maxbin_SRR16168941.009_sub	metabat_SRR23364213.66	metabat_SRR16168984.8_sub	semibin_ERR6279676.4	maxbin_ERR6281500.022	semibin_SRR5930518.8	semibin_SRR13068843.60_sub	metabat_ERR6279625.36	metabat_SRR6000940.3	semibin_SRR5930529.2	metabat_SRR5930498.86	maxbin_SRR5930506.016_sub	semibin_ERR6279621.6	semibin_SRR5930529.29	semibin_SRR5930533.29	semibin_SRR23364174.31	metabat_SRR16554766.13	metabat_SRR23364240.2	metabat_SRR16554786.23	maxbin_SRR16168984.014_sub	semibin_ERR6267712.36	metabat_SRR23364191.23_sub	metabat_ERR6281518.58_sub	semibin_ERR6279669.45	semibin_SRR6000905.32	semibin_ERR6279672.17	semibin_SRR20881987.25	semibin_ERR6279665.27	semibin_SRR16168929.20_sub	semibin_SRR20881983.19	semibin_SRR20881976.18_sub	semibin_SRR6000899.37	semibin_SRR5930534.11	semibin_SRR5930498.62_sub	semibin_SRR5930523.43	semibin_SRR13068834.14_sub	metabat_SRR20881977.25_sub	metabat_SRR5930526.60_sub	semibin_ERR6231475.0	metabat_ERR6279655.36	semibin_ERR6279669.146	metabat_SRR13068848.27
SRR25825493	-3.44519032529248	-4.06802699512131	-5.49088995233578	-5.64776734449804	-5.82710415701203	-4.14792748760274	-11.729116230549	-5.96596399093067	-6.00811042368362	-6.20056238436888	-5.89592975668075	-6.29601266384661	-4.68420973085653	-5.10436312279436	-6.08053814121325	-5.82698914939385	-5.4714055956586	-12.0352879328635	-10.5680011019574	-11.4494031523068	-5.99802471250088	-2.92842967762551	-5.83060719297757	-12.3550715202362	-10.8630461027713	-8.5146721617247	-6.66168059745883	-5.25972500787713	-7.69556365791414	-11.9314978729068	-12.8549121491527	-7.27053801082337	-11.3036355193948	-12.8129334800785	-11.7775802558309	-6.25451144807502	-12.6616877253684	-5.39145391640306	-11.2900169960492	-10.7191929185419	-11.628482267156	-12.4436838655371	-8.54267535449295	-12.0356507447715	-7.05792794547851	-6.2601452813742	-6.56317867296522	-11.842959944465	-10.4708764280683	-6.57581258968139	-12.7570642248445	-6.48502167995433	-6.45993835567809	-6.47611945212679	-9.36844293690268	-7.45570890313741	-11.7479686623562	-7.08449676217748	-11.3553574429681	-10.3854732627049	-11.7571198839198	-6.8826287707352	-10.9961426602306	-6.5131303894747	-8.8779105158843	-7.10387074323214	-7.16924026365252	-6.25652407863156	-4.76332645830559	-10.991277411242	-11.3056527553956	-12.4784479036382	-7.86541835192011	-11.2568655756774	-11.5474123327281	-11.4140704015962	-10.8713846369716	-7.46181950671771	-12.9279787809461	-11.4336887049292	-11.2689509905589	-11.4744086859329	-11.0755504564394	-11.5532728657635	-11.5464826240903	-11.5501193862558	-11.4273873721905	-11.6202788520412	-11.8415370087458	-11.2708449684801	-6.1696593701683	-11.6793976765875	-10.6655247049273	-11.2614324370523	-10.4388811961611	-11.5849553019935	-11.7034019157571	-11.9941180866889	-12.1706465522164	-11.5574230947164	-10.9158189808694	-11.396382827785	-6.50987406963408	-10.3299521106771	-11.4208417555045	-10.9706830644419	-10.5540821265152	-12.1918217858164	-11.8900681002084	-10.9928365082922	-11.7089709503462	-11.4315131562046	-10.9325457859946	-10.8576122986565	-11.3738186666998	-11.565078331978	-11.4620387811015	-10.9447448493294	-11.461803792131	-10.853074810532	-11.0049257003696	-10.9104404355795	-12.1553377678082	-6.77636007137565	-11.3599394507098	-11.88458874344	-10.5047387168614	-11.5374965646025	-11.1841880289985	-6.70354786991035	-10.8491673077932	-11.4342664934249	-10.9818056374462	-11.4418824849095	-10.9168554523033	-11.3765835503997	-10.8448648313124	-10.9408399743827	-10.7047843482272	-10.7821858268834	-10.0830152649068	-11.0623115325964	-10.3981260489372	-10.9352711828184	-10.539566243093	-10.8394414929221	-10.2700978436869	-10.6086275162209	-10.4565542825601	-11.5547023902394	-10.9704795223278	-11.5557142972338	-11.1728176065856	-10.8972079501818	-10.9133811181191	-11.3766394502733	-11.1577389442397	-9.44547538426065	-11.0155067444525	-10.6420000885554	-11.8267266366688	-11.7994864513217	-11.2167939323274	-11.0532204053436	-10.9957110065613	-10.5743479297199	-11.1700758595498	-11.6106022277953	-11.7616423183065	-6.58167876140339	-11.2507959489844	-10.9203479258586	-12.0144135916002	-11.5392080816063	-10.4184402907584	-11.4969505507894	-11.3075003739119	-12.3783527311667	-11.296903915977	-10.5983981147392	-11.4502591766418	-11.1224876321733	-7.31443083339079	-11.4002505760204	-11.9083222449575	-10.8556396189799	-10.8695222593887	-11.3234388744714	-11.4140307184158	-12.8532641815307	-11.3347143077886	-11.2506781733363	-11.132374006799	-12.6411948443986	-11.4138811003655	-11.5843178915707	-12.1984885780758	-10.8971603213052	-11.4020990870694	-6.87243709371839	-11.6641592800327	-11.2369661633465	-12.3233723337261	-11.698560695212	-11.2820134943193	-11.4324652288133	-11.6411668686354	-11.4561772675186	-11.786142821938	-10.9787665039627	-12.2436663160768	-12.7551117925731	-10.7639812316155	-11.1909515759045	-11.2670904699456	-11.5284080622685	-11.635725552345	-11.5358018514457	-11.1914175548434	-11.3933209027319	-11.8440605964409	-11.7125731431625	-10.2059557312221	-11.8035159166034	-11.7169192812391	-11.1024380903749	-11.4232723066562	-10.6822710855265	-11.775740136027	-12.0467861609148	-7.18168500700805	-11.4818264033929	-12.6476977810064	-11.375718225038	-11.9622693115929	-11.3641305853939	-11.2303661474789	-10.5203268541075	-11.4651096363074	-12.8724407344622	-12.1291364798569	-10.5137824739838	-11.4285234101768	-10.7435363424804	-7.54156412097431	-11.4600150233357	-11.2698467683833	-11.475262539531	-12.0587638092923	-11.5917343155687	-11.4042756887904	-12.0379930983622	-12.9939969806062	-7.66956821229393	-11.4459692946333	-11.634950808184	-12.0494800995008	-7.87807081117111	-10.5463260918928	-12.4988771199698	-12.0438497489893	-11.6160000347467	-11.3412908322707	-12.0112290998988	-11.9762871571054	-11.5809692408975	-12.0080691565788	-11.4066170033183	-12.1603862324962	-11.6363971250725	-11.7987193952667	-11.7397861348248	-12.1900773490032	-11.8669434569003	-11.6540600867933	-11.2920911900452	-9.83416090964843	-12.0426213492297	-10.4623837496694	-11.6315044390024	-7.68242866151783	-10.8382732647976	-11.0496269244614	-10.2174451147142	-10.8310837263908	-13.0942303610696	-10.8000504834778	-10.5089916791424	-11.0389737667284	-10.1936611189624	-11.0553188799953	-10.6719700473343	-10.6282492886643	-10.8920897776343	-10.7700927675344	-10.4897468362062	-12.0631081406243	-10.3192062824806	-11.7773067692024	-11.656001657889	-10.7311272723601	-10.9247730754755	-11.0902700400533	-11.8340525613616	-12.6301552260659	-11.4464602700279	-11.1828176817943	-10.379056565368	-10.9513224014986	-11.2823644388957	-11.3650662515835	-11.2998226452463	-11.2658998194348	-11.8061938738846	-10.9266782020339	-10.0919670055767	-10.8725649496062	-11.2561969171234	-12.1982714657473	-11.3790568499231	-11.0580793381923	-11.3798333489447	-10.8360018113984	-11.1301285015637	-11.0303140997657	-11.8592480768755	-10.3717397544973	-12.4474348139264	-10.8469590964672	-11.0277333156819	-12.1108733080756	-11.4935631120474	-11.523471758236	-11.7424736454152	-10.8970074156672	-12.1744728345571	-10.9270303031221	-11.5547459588754	-11.3081966940475	-11.5170203592215	-11.2903513134642	-11.4455363129213	-11.5712995447752	-10.6435741821921	-11.3950655266011	-11.927088273841	-11.6262437245977	-11.784530751271	-11.5300857201652	-11.3512114545097	-11.5107217217982	-11.4733544801061	-11.9751045754463	-11.3115239544091	-12.1809301109019	-10.8681470596909	-11.5401630299727	-12.2123963356897	-11.3125100549096	-11.5220620415352	-11.2482101098451	-12.3469452897543	-11.6502646149966	-12.4848955246382	-11.7262821064489	-11.7816610383991	-11.4279237388212	-11.5693403403347	-11.8075586064489	-11.6101709543922	-11.7951663199645	-11.300672129159	-11.6311320394847	-12.3529338287796	-12.6433585174541	-12.5888202434423
SRR25825494	-4.96572085180942	-5.60114197201235	-4.28243906541067	-4.56039661935084	-4.36842217827456	-5.44425060051943	-11.729116230549	-4.83134011823595	-4.77574248335241	-4.8091751952369	-4.81657309085447	-12.8642079303461	-5.94008844277641	-10.8836115202217	-11.2018288113179	-10.3423912012012	-7.77669203693237	-12.0352879328635	-4.55276594990505	-5.10628579300282	-11.142177071955	-10.967525342429	-11.0362046438045	-12.3550715202362	-10.8630461027713	-12.4771854534523	-10.5919438214893	-11.7567864173973	-7.00274885431048	-11.9314978729068	-12.8549121491527	-12.770867634521	-11.3036355193948	-6.69153467588785	-7.63294294984774	-10.3563525649579	-12.6616877253684	-10.0902805579498	-11.2900169960492	-5.7206808936446	-11.628482267156	-12.4436838655371	-11.7473581140625	-12.0356507447715	-10.9256519020563	-7.04610025460958	-10.2571338459388	-11.842959944465	-10.4708764280683	-10.4608653990843	-12.7570642248445	-10.3467314507808	-7.24435321759006	-11.1060304971061	-9.36844293690268	-6.15616197087422	-8.33389587846864	-8.265302315757	-11.3553574429681	-5.53170933742941	-11.7571198839198	-11.7183600352675	-10.9961426602306	-11.4798378723266	-12.4631559831665	-10.6880720579862	-11.7723124110141	-10.531109177577	-6.31560714704031	-10.991277411242	-11.3056527553956	-12.4784479036382	-6.4349589917183	-11.2568655756774	-11.5474123327281	-11.4140704015962	-10.8713846369716	-10.7879519116369	-12.9279787809461	-11.4336887049292	-11.2689509905589	-11.4744086859329	-11.0755504564394	-11.5532728657635	-11.5464826240903	-11.5501193862558	-11.4273873721905	-4.55245718224233	-8.32751946365048	-11.2708449684801	-11.5780010416565	-11.6793976765875	-10.6655247049273	-6.65485588180975	-10.4388811961611	-11.5849553019935	-11.7034019157571	-11.9941180866889	-7.707585074072	-11.5574230947164	-10.9158189808694	-11.396382827785	-12.3610273869492	-10.3299521106771	-11.4208417555045	-10.9706830644419	-5.02218042593465	-7.77457326468103	-11.8900681002084	-10.9928365082922	-6.99241175469924	-7.73271490084634	-6.52335815655418	-10.8576122986565	-11.3738186666998	-4.66213877679671	-11.4620387811015	-10.9447448493294	-11.461803792131	-10.853074810532	-11.0049257003696	-10.9104404355795	-12.1553377678082	-12.4549370744952	-11.3599394507098	-11.88458874344	-10.5047387168614	-11.5374965646025	-11.1841880289985	-12.1542509162124	-10.8491673077932	-11.4342664934249	-10.9818056374462	-11.4418824849095	-10.9168554523033	-11.3765835503997	-10.8448648313124	-10.9408399743827	-10.7047843482272	-10.7821858268834	-10.0830152649068	-11.0623115325964	-10.3981260489372	-10.9352711828184	-10.539566243093	-10.8394414929221	-10.2700978436869	-5.09125230939825	-10.4565542825601	-11.5547023902394	-10.9704795223278	-6.80067399403455	-11.1728176065856	-10.8972079501818	-10.9133811181191	-11.3766394502733	-11.1577389442397	-12.6116891280149	-11.0155067444525	-10.6420000885554	-7.75735812771838	-6.03713421059306	-11.2167939323274	-11.0532204053436	-10.9957110065613	-10.5743479297199	-11.1700758595498	-7.85367873337168	-7.19047568619709	-11.8571978414408	-11.2507959489844	-10.9203479258586	-12.0144135916002	-11.5392080816063	-10.4184402907584	-7.36856676244981	-11.3075003739119	-12.3783527311667	-11.296903915977	-10.5983981147392	-11.4502591766418	-11.1224876321733	-12.4459853679638	-11.4002505760204	-6.30369936197957	-10.8556396189799	-4.22856754090292	-11.3234388744714	-7.58667827302644	-12.8532641815307	-11.3347143077886	-11.2506781733363	-11.132374006799	-12.6411948443986	-11.4138811003655	-11.5843178915707	-12.1984885780758	-10.8971603213052	-11.4020990870694	-11.9875944343495	-7.47083705525619	-11.2369661633465	-12.3233723337261	-6.63500910548512	-11.2820134943193	-11.4324652288133	-11.6411668686354	-11.4561772675186	-6.61983523608493	-10.9787665039627	-12.2436663160768	-12.7551117925731	-10.7639812316155	-11.1909515759045	-11.2670904699456	-11.5284080622685	-11.635725552345	-11.5358018514457	-11.1914175548434	-11.3933209027319	-6.76602705639016	-11.7125731431625	-10.2059557312221	-11.8035159166034	-6.70355235677337	-11.1024380903749	-11.4232723066562	-10.6822710855265	-6.77068679536237	-12.0467861609148	-12.2333051601	-11.4818264033929	-7.33443952852826	-11.375718225038	-6.89189500594963	-7.86265230235016	-11.2303661474789	-10.5203268541075	-11.4651096363074	-7.88953110428474	-6.807411188317	-8.09566836286474	-11.4285234101768	-10.7435363424804	-12.3291251067885	-11.4600150233357	-11.2698467683833	-11.475262539531	-7.35190906294896	-11.5917343155687	-11.4042756887904	-12.0379930983622	-12.9939969806062	-12.2256365002218	-11.4459692946333	-11.634950808184	-12.0494800995008	-12.4690830777767	-10.5463260918928	-12.4988771199698	-12.0438497489893	-11.6160000347467	-11.3412908322707	-12.0112290998988	-11.9762871571054	-11.5809692408975	-12.0080691565788	-11.4066170033183	-12.1603862324962	-11.6363971250725	-11.7987193952667	-11.7397861348248	-12.1900773490032	-11.8669434569003	-11.6540600867933	-11.2920911900452	-9.83416090964843	-12.0426213492297	-10.4623837496694	-11.6315044390024	-12.6754043355355	-10.8382732647976	-11.0496269244614	-10.2174451147142	-10.8310837263908	-7.98953912438057	-10.8000504834778	-10.5089916791424	-11.0389737667284	-10.1936611189624	-11.0553188799953	-10.6719700473343	-10.6282492886643	-10.8920897776343	-10.7700927675344	-10.4897468362062	-12.0631081406243	-10.3192062824806	-11.7773067692024	-11.656001657889	-10.7311272723601	-10.9247730754755	-11.0902700400533	-11.8340525613616	-12.6301552260659	-11.4464602700279	-11.1828176817943	-10.379056565368	-10.9513224014986	-11.2823644388957	-11.3650662515835	-11.2998226452463	-11.2658998194348	-11.8061938738846	-10.9266782020339	-10.0919670055767	-10.8725649496062	-11.2561969171234	-12.1982714657473	-11.3790568499231	-11.0580793381923	-11.3798333489447	-10.8360018113984	-11.1301285015637	-11.0303140997657	-11.8592480768755	-10.3717397544973	-12.4474348139264	-10.8469590964672	-11.0277333156819	-12.1108733080756	-11.4935631120474	-11.523471758236	-11.7424736454152	-10.8970074156672	-8.05027527155514	-6.26033559799773	-11.5547459588754	-11.3081966940475	-11.5170203592215	-11.2903513134642	-11.4455363129213	-11.5712995447752	-10.6435741821921	-11.3950655266011	-11.927088273841	-8.13233138391752	-11.784530751271	-11.5300857201652	-11.3512114545097	-11.5107217217982	-11.4733544801061	-11.9751045754463	-11.3115239544091	-12.1809301109019	-10.8681470596909	-11.5401630299727	-12.2123963356897	-11.3125100549096	-11.5220620415352	-11.2482101098451	-12.3469452897543	-11.6502646149966	-12.4848955246382	-11.7262821064489	-11.7816610383991	-11.4279237388212	-11.5693403403347	-11.8075586064489	-11.6101709543922	-11.7951663199645	-11.300672129159	-11.6311320394847	-12.3529338287796	-12.6433585174541	-12.5888202434423
