featureid	Intercept	response[T.R]
semibin_SRR8387712.8_sub	-0.305831370779348	-0.390116626741544
semibin_SRR8387712.33	-0.719214288421941	0.0526621692160216
semibin_SRR8387712.32	0.343964638284373	0.0818705313185302
semibin_SRR8387707.23	-0.45915695829041	-0.134196007969037
semibin_SRR8387691.37	-0.836511669584585	-0.2242492384931
semibin_SRR8387683.9	-0.219990579315496	-0.31289126199688
semibin_SRR8387683.84	-0.564788816400838	-0.298906999053613
semibin_SRR8387683.34_sub	-0.594472167917562	-0.285870487215176
semibin_SRR8387683.16	2.37183600859992	0.190360551355228
semibin_SRR8387677.66	-0.223037226029706	-0.218685740949765
semibin_SRR8387676.49	-0.642978815265966	-0.275477866055623
semibin_SRR6000949.18_sub	-0.799425689407659	-0.233711818577901
semibin_SRR6000947.67	0.451386692098307	-0.66795372438635
semibin_SRR6000946.20_sub	0.304851116708445	0.262520080087527
semibin_SRR6000945.4	0.763701381257701	0.0611501388529387
semibin_SRR6000944.44	-0.720055488773656	-0.102409268142835
semibin_SRR6000944.13	-0.132251692839933	-0.347916363151923
semibin_SRR6000940.80	-0.780056027599645	-0.0498559422513398
semibin_SRR6000940.38_sub	-0.704480079838109	0.0981872134188262
semibin_SRR6000932.54	-0.686523852773977	-0.104246581318036
semibin_SRR6000932.49_sub	-0.0259029547656301	-0.105464572431699
semibin_SRR6000931.54	-0.130415944286657	0.433864956376895
semibin_SRR6000921.66	-0.618642387815786	-0.0077548272630128
semibin_SRR6000920.93	-0.609641520210576	-0.254858920695439
semibin_SRR6000920.16	-0.855452118345571	-0.220936933877126
semibin_SRR6000911.2	0.512782277635264	-0.549282113434926
semibin_SRR6000910.14	2.31713110404365	0.0655054800489989
semibin_SRR6000909.45	-0.566257683464361	0.0891875677088347
semibin_SRR6000909.33	0.571060838273692	0.0587670855501738
semibin_SRR6000907.58	-0.826301155515981	-0.225932786585942
semibin_SRR6000905.76	-0.584715036579442	0.106698697088107
semibin_SRR6000905.60_sub	1.63501459555976	0.583648388860568
semibin_SRR6000905.32	0.44946742253654	0.503371601579532
semibin_SRR6000905.23	-0.667578814455343	0.159920936105594
semibin_SRR6000903.20	-0.0467837433303121	0.192014043805942
semibin_SRR6000903.16	-0.696663198896718	0.0932876222113219
semibin_SRR6000903.13	1.86001068549507	0.116757576940402
semibin_SRR6000902.21	-0.436215964981389	0.0734726242998687
semibin_SRR6000901.54	-0.344373518505168	-0.110030020000592
semibin_SRR6000901.30	0.254319908193278	-0.398196673365489
semibin_SRR6000901.29	-0.672609595485998	-0.101701701404706
semibin_SRR6000900.6	-0.84787738127358	-0.22158553672041
semibin_SRR6000900.32	1.96065479712837	0.177948420522555
semibin_SRR6000900.19	-0.842694817015004	-0.222926909448758
semibin_SRR6000900.14	0.561091603807139	0.25820434617792
semibin_SRR6000899.37	-0.30194810977861	-0.0845135993977937
semibin_SRR6000899.149	-0.723593471475911	0.0508000605085936
semibin_SRR6000896.44	-0.722432432600332	-0.101919496776715
semibin_SRR6000896.39	-0.550476414986921	-0.267331997277394
semibin_SRR6000894.27	-0.242004400023294	0.107461457727298
semibin_SRR6000893.60_sub	0.64190989928596	-0.0565083868523988
semibin_SRR6000893.52	-0.124228162595105	0.145518427369937
semibin_SRR6000893.3	-0.839613733717275	-0.223382840277806
semibin_SRR6000892.94	-0.0211921314681295	-0.212792555215016
semibin_SRR6000892.71	0.842330040506053	0.0808868162611571
semibin_SRR6000891.14	0.252546610406565	0.0711466126421538
semibin_SRR6000877.55	-0.814217446276021	-0.11679279279913
semibin_SRR5930536.9	0.794749440721202	0.429772382257327
semibin_SRR5930536.88	1.79062634902351	0.062731152055606
semibin_SRR5930536.78	-0.818845627733541	-0.20442553830351
semibin_SRR5930536.76	-0.451278505750966	-0.0208690114041719
semibin_SRR5930536.61_sub	0.255986990503001	0.321793919084415
semibin_SRR5930534.80	2.95092970328681	-0.0248089082261476
semibin_SRR5930534.11	-0.158353207537008	0.0321754567602721
semibin_SRR5930533.9	1.96332818465583	-0.431995733054534
semibin_SRR5930533.64	-0.785328654476476	-0.237702319743291
semibin_SRR5930533.32_sub	0.839095177224803	-0.0915313012620362
semibin_SRR5930533.29	0.568661453298258	0.480916445730075
semibin_SRR5930533.15	0.644374610952067	0.721662347791537
semibin_SRR5930532.79	-0.578616319128347	-0.269810306253091
semibin_SRR5930532.72	-0.792230902143789	-0.23598746431078
semibin_SRR5930532.57	0.764528097680735	0.289360588071689
semibin_SRR5930532.36	2.51618749099128	-1.37740987014975
semibin_SRR5930532.161	-0.430265067049337	-0.165281305434361
semibin_SRR5930532.101_sub	-0.487219286986661	-0.254917169334546
semibin_SRR5930531.66	-0.634026972481084	0.0740257554033843
semibin_SRR5930531.50	1.19445723491065	0.720297401426181
semibin_SRR5930531.21	0.320845844319987	-0.235503221275464
semibin_SRR5930531.137	-0.700576929279638	-0.0601611084958467
semibin_SRR5930530.103	-0.694260744282079	-0.129126603128568
semibin_SRR5930529.60	-0.584254918524099	-0.236443007709638
semibin_SRR5930529.59	-0.766206947990728	-0.0147794432660493
semibin_SRR5930529.29	0.48924774127357	0.367098455903873
semibin_SRR5930529.25	-0.844058154054952	-0.187892819168225
semibin_SRR5930529.2	0.370583059362101	-0.0727055318375978
semibin_SRR5930529.122	-0.666294602581334	-0.118123168470517
semibin_SRR5930528.83_sub	-0.786593643852544	-0.172200123192922
semibin_SRR5930528.71	1.80646568732612	0.708837931630954
semibin_SRR5930528.70_sub	-0.847500977941823	-0.194722781302586
semibin_SRR5930528.37	1.78262263732307	0.0954941265562621
semibin_SRR5930528.277	-0.513790843912435	0.00315717386995229
semibin_SRR5930528.15	-0.806013641783071	-0.232380623342648
semibin_SRR5930527.64	-0.759551105924917	0.00873223471437368
semibin_SRR5930527.114	-0.671850858160329	-0.130140090706006
semibin_SRR5930527.102_sub	-0.758119074531865	-0.0718401021977815
semibin_SRR5930527.100	-0.556663213201833	-0.22603286278452
semibin_SRR5930526.3	-0.323236577116919	0.069293355224475
semibin_SRR5930526.142	-0.832312462755514	-0.225250656129971
semibin_SRR5930523.43	-0.293538444579614	-0.0868258721848878
semibin_SRR5930523.22	0.753532352021861	0.0764560453871337
semibin_SRR5930522.30_sub	-0.615028111168218	-0.178913588049069
semibin_SRR5930521.13	-0.807032165952993	-0.196360672237531
semibin_SRR5930520.95	0.185361864141154	-0.551810646774426
semibin_SRR5930520.79_sub	1.84023481803291	0.120902066705569
semibin_SRR5930520.61	-0.836624024339986	-0.166397238495007
semibin_SRR5930520.41	0.453096153310465	0.197551255700931
semibin_SRR5930520.180	-0.383523238726926	-0.345102934511557
semibin_SRR5930520.142	-0.582438407369924	-0.144264513971463
semibin_SRR5930520.106	-0.77695852322228	-0.056601727726117
semibin_SRR5930519.9	-0.831067023702932	-0.223435277464047
semibin_SRR5930519.63	-0.681667057701421	-0.267599748792306
semibin_SRR5930519.26	1.80886775451057	0.0795328967550841
semibin_SRR5930519.20	-0.237494444378686	-0.120867217304364
semibin_SRR5930518.8	0.951241673997569	0.743177240369662
semibin_SRR5930518.30	0.865862788728404	-0.353388453247205
semibin_SRR5930518.29	-0.484039036461187	-0.132761353971616
semibin_SRR5930518.165_sub	-0.117975411840749	-0.329424159946099
semibin_SRR5930517.9	-0.639346627422643	-0.276145914914266
semibin_SRR5930517.80	0.200384141973185	1.29396588134561
semibin_SRR5930517.66	-0.691776214071584	-0.260388100864545
semibin_SRR5930517.29	-0.805631784626317	-0.097540015699521
semibin_SRR5930517.13	-0.788753865190816	-0.0641258902570161
semibin_SRR5930517.113	1.49701351123207	-0.148081833841458
semibin_SRR5930517.103	-0.00110748214371237	0.234194999215945
semibin_SRR5930517.10	-0.00935113234169516	-0.473842406990186
semibin_SRR5930516.87	-0.638939110466314	0.195047979829654
semibin_SRR5930516.46	-0.833563981481862	-0.15824602019991
semibin_SRR5930516.27_sub	-0.0291639546836141	-0.423345925631181
semibin_SRR5930516.11_sub	0.421077134183573	0.192073112008914
semibin_SRR5930514.44	-0.80500137610085	-0.103551412346021
semibin_SRR5930514.18	0.469855131677317	0.503510599611148
semibin_SRR5930512.42	-0.853029308744741	-0.19783237052168
semibin_SRR5930511.52	1.84820395903938	0.405646985051974
semibin_SRR5930511.23	-0.704718021580053	-0.174532736065045
semibin_SRR5930510.9	0.415034892133402	0.109272574661121
semibin_SRR5930510.47_sub	-0.367313744404388	-0.135178113701001
semibin_SRR5930510.20_sub	-0.311474765555036	0.0729525737742034
semibin_SRR5930509.30	0.594183566144633	-0.316136034550324
semibin_SRR5930508.186	-0.71805548472054	0.0549046449640838
semibin_SRR5930507.86	1.14255267577522	0.118769293306216
semibin_SRR5930507.83_sub	-0.635342715212179	-0.0923866279145631
