feature	metabat_SRR16554674.5	maxbin_SRR13022355.014	metabat_ERR12405975.5_sub	semibin_SRR13022325.6	semibin_SRR16554706.23	semibin_SRR23364195.41	semibin_SRR5930502.51	metabat_SRR13022352.3	semibin_ERR12405939.29	metabat_SRR16554779.30	maxbin_SRR11413655.005	maxbin_ERR2162217.001	maxbin_SRR13022336.003_sub	maxbin_SRR25825509.002	semibin_SRR5930533.9	metabat_SRR13022417.2	semibin_SRR5930511.52	semibin_ERR6281504.148	semibin_ERR6279672.24	semibin_SRR11413653.25	maxbin_SRR16554665.003	semibin_SRR11413686.80	maxbin_ERR12405962.011_sub	metabat_ERR6279614.12_sub	semibin_ERR6232382.49_sub	semibin_ERR6279675.47	maxbin_SRR16554775.001	semibin_SRR11413653.97_sub	semibin_SRR16554655.39	metabat_ERR12405990.2	metabat_ERR6232687.8_sub	metabat_SRR25825493.27	maxbin_ERR6281499.002	semibin_SRR11413691.62	semibin_SRR6000945.4	maxbin_SRR16554671.002	metabat_SRR11413649.62	metabat_SRR5930494.64	metabat_ERR12405981.15	maxbin_SRR11413649.010	maxbin_SRR13068842.057_sub	metabat_SRR16554646.5	metabat_SRR20881978.24	semibin_SRR5930502.48	semibin_SRR6000905.60_sub	semibin_SRR5930507.29	semibin_SRR16554630.20	metabat_ERR6271719.4	semibin_SRR25825509.21	metabat_SRR23364235.43	maxbin_SRR5930501.002	metabat_ERR12405956.16	maxbin_ERR12406000.010	metabat_SRR6000877.7	semibin_SRR13022308.4	metabat_ERR12405930.6	semibin_SRR16554707.35_sub	semibin_ERR2162217.22	metabat_ERR12405933.43	semibin_ERR2162223.6	metabat_SRR6000874.30	metabat_SRR16554713.13	semibin_SRR5930499.112	semibin_SRR16168913.44_sub	semibin_SRR6000900.32	semibin_SRR16168903.5	semibin_SRR16554765.8	maxbin_SRR16554755.007_sub	semibin_SRR5930534.80	metabat_SRR6000907.1_sub	maxbin_SRR16554728.024	semibin_SRR8387683.16	maxbin_SRR11413620.019	semibin_SRR25825514.3_sub	metabat_ERR12405985.2	semibin_SRR16554738.0	semibin_SRR11413691.42	maxbin_SRR11413655.009_sub	semibin_SRR20881975.0	metabat_ERR6275681.8	maxbin_SRR16554759.001	metabat_SRR16554662.30_sub	metabat_SRR16554786.10	metabat_ERR6243880.3	semibin_ERR6264280.18	metabat_ERR6281505.14	semibin_SRR16554671.9	maxbin_SRR16554707.013	metabat_SRR16554771.26	semibin_SRR16554665.28	maxbin_ERR6279655.020	metabat_SRR5930523.5	semibin_SRR11413608.137	metabat_ERR6279651.8	metabat_SRR16554746.22	metabat_ERR12405939.30	metabat_ERR12405970.10	semibin_SRR20881988.7	metabat_ERR6275666.49	metabat_SRR16554744.3	semibin_SRR16168903.11	semibin_SRR11413690.7	metabat_SRR5930536.13	semibin_ERR12405947.71	metabat_ERR12405918.3	semibin_SRR23364196.21	semibin_SRR16554716.24	metabat_SRR16554626.7	semibin_SRR25825508.4_sub	semibin_SRR13068844.35	semibin_ERR6279614.29	semibin_SRR11413683.102	maxbin_SRR5930501.087_sub	maxbin_SRR16168913.015	semibin_SRR16554739.16	metabat_SRR16168982.24	metabat_SRR13022323.1	semibin_ERR6267712.45	semibin_ERR2162202.11	maxbin_ERR2162223.012	maxbin_SRR25825521.012_sub	metabat_SRR23364233.36	semibin_SRR16554653.1	maxbin_SRR5930508.026	metabat_SRR16554633.8	metabat_SRR16554713.7	semibin_SRR20881980.15_sub	metabat_SRR13022372.10_sub	semibin_ERR6233695.43_sub	maxbin_SRR5930515.007	maxbin_SRR13068818.010	semibin_ERR12405970.61	maxbin_SRR16554787.017_sub	metabat_SRR6000907.39	semibin_SRR25825502.47_sub	maxbin_ERR12405958.009_sub	semibin_ERR6232458.16	semibin_SRR11413688.65_sub	semibin_SRR5930536.88	maxbin_ERR12406009.001	semibin_SRR16554765.35	metabat_SRR5930502.31	metabat_ERR2162222.11_sub	maxbin_SRR16554790.013_sub	maxbin_SRR16554733.009	maxbin_SRR8387707.004_sub	metabat_SRR16554669.41_sub	maxbin_SRR5930518.019_sub	metabat_SRR11413686.5	semibin_SRR13068817.76	semibin_SRR20881986.74	semibin_SRR23364193.36	metabat_SRR5930514.58	semibin_ERR2162202.9	semibin_SRR5930501.2	metabat_SRR16554665.10	metabat_SRR13068853.24	semibin_SRR16554776.8	metabat_SRR13068851.17	metabat_ERR6279627.10	semibin_SRR11413679.4	metabat_ERR2162214.7	metabat_SRR11413647.31	metabat_ERR2162213.1	metabat_SRR16168896.4	metabat_ERR12405997.59	semibin_SRR6000944.44	metabat_ERR12405954.8	metabat_SRR13068832.4	semibin_SRR20881980.56	maxbin_SRR5930507.045	semibin_SRR5930495.29	maxbin_ERR6282070.040_sub	semibin_ERR6233693.7	metabat_SRR11413613.2	semibin_SRR16168945.59_sub	semibin_ERR12405923.28	semibin_SRR6000901.29	metabat_SRR16554687.19	semibin_SRR23364183.27	metabat_ERR12405985.26	maxbin_SRR5930497.004	metabat_SRR5930527.86	semibin_SRR6000896.44	metabat_ERR6281586.4	metabat_SRR6000949.51_sub	semibin_SRR11413689.110	maxbin_SRR6000869.050	semibin_SRR11413691.40_sub	metabat_SRR13068828.29	metabat_ERR12405917.12	semibin_SRR8387677.66	semibin_SRR16554633.6	semibin_SRR13022464.9	semibin_SRR11413690.11	maxbin_SRR5930504.027	semibin_ERR12405916.16	metabat_SRR16554654.18	metabat_SRR11413687.86	metabat_SRR5930529.8	semibin_SRR5930498.118	semibin_SRR16554780.22	metabat_SRR11413689.14	maxbin_SRR8387710.024	semibin_ERR12405964.2	metabat_ERR6281658.13	semibin_SRR11413691.52	metabat_SRR25825507.13_sub	semibin_SRR8387707.23	semibin_ERR12405918.0	metabat_SRR16554711.16	semibin_ERR12406007.1	semibin_SRR13022452.10	metabat_SRR11413620.24	maxbin_SRR8387707.009	metabat_ERR6281941.15	metabat_ERR12405924.12	semibin_SRR20881984.28	metabat_ERR12405966.18	maxbin_SRR16554651.021_sub	semibin_ERR12405967.93	semibin_ERR12406009.9_sub	maxbin_SRR8387659.002	semibin_SRR11413606.50	maxbin_ERR6232523.003	semibin_ERR6267712.18	metabat_SRR5930498.82	maxbin_ERR12405962.006	metabat_SRR23364213.66	semibin_ERR12405915.41_sub	semibin_SRR11413654.21	metabat_SRR25825510.12_sub	semibin_SRR13068827.60	maxbin_SRR23364231.030_sub	semibin_SRR13022424.6	metabat_ERR12405940.14
ERR12405913	0	0	0.0220861067388588	0.0174170422817129	0.0182772002222951	0.00562201014949613	0	0.0209895577185483	0.015115784914802	0.0175787340318291	0	0.140075723559389	0	0	0	0.0980024224149025	0.0353952300219348	0	0	0	0	0.113463897403269	0	0	0	0.00710153407477777	0	0.0102194925104284	0.063419337278718	0	0.00602463001543884	0.00617432454006136	0	0	0	0	0	0.00566118391017483	0	0	0	0.00844907171045539	0	0.0138477699457282	0	0.0644770895926877	0	0	0.0386299031084714	0	0	0	0	0	0	0	0.0128838461573451	0.0244095178175104	0.00845701404448199	0	0	0	0.0271088136335483	0	0	0	0	0	0	0.0279428099625831	0	0.00583579276779868	0.00974870848621305	0	0	0	0	0.0326068141372371	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0299031320445652	0	0	0	0	0	0	0	0	0	0.0205108603346002	0	0.00699186408410646	0	0	0.0067050345535431	0	0	0	0	0	0	0	0	0.00327571518798884	0	0	0.00631650452554674	0.00325740339880753	0	0.00664253636922344	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849417789493777	0.00781680111647452	0	0	0	0	0	0	0	0	0	0.00656461693670332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00636237241459464	0	0	0.00294438503845245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00719323294975935	0	0	0	0	0	0	0	0	0	0
ERR12405914	0.162064448198326	0.0885284348194997	0	0	0	0	0	0	0	0	0	0	0	0	0.0102634560958967	0	0	0	0	0	0	0.200701940766873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153752782094966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0124034253313975	0	0.009554090139231	0.00887527276813131	0	0	0	0	0	0.00852347740314232	0	0	0.00828403922222128	0.00854513155729384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06481999557054	0	0	0	0	0	0.00631783340326729	0	0	0	0	0	0	0	0	0	0	0	0.016581649519176	0	0.00753234086388234	0	0	0.0447906868687148	0	0	0	0	0.0156547735345497	0	0	0	0.0136507754943214	0	0	0	0	0	0.11396110315941	0	0	0	0	0	0	0	0	0.110064589071602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00741354220237228	0	0	0	0	0	0	0	0	0.00803405687236775	0	0	0	0	0	0	0	0.0133094448603718	0	0	0	0.0360325846320391	0	0	0	0.00871762943587639	0	0	0	0	0	0	0
ERR12405915	0.0390689696169531	0.0293871691211916	0.0579394067868049	0.0480451370517574	0.0457685110100989	0.0390216360036289	0.0047862206350053	0.0431018233110944	0.0382802567273424	0.0408894845027359	0.0377641634164282	0.010295213793011	0.0312436015680517	0	0	0.0112482743668225	0.0219056944172303	0	0	0	0	0.0595480626569427	0	0	0	0	0.0157438563483362	0.0165966597288687	0.0252319777617398	0	0	0	0	0.01160225158154	0	0	0	0	0.0134100787978768	0.00244604245892585	0	0	0	0.015638783293149	0.0106559588209921	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00782449368448393	0	0	0.00817188289102809	0.00570574863974178	0	0.0027246155417815	0	0	0	0.00243183250611475	0	0	0.0089885518234728	0	0.00740677509037097	0	0	0	0	0.00731093859860769	0.00415498175664202	0	0	0	0	0	0	0	0	0.00417722048327903	0	0	0.0190750289851599	0	0	0	0	0	0	0.0272461290367732	0	0.00679717032718235	0	0.00248308599401651	0	0	0.0247732811921316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00246923563109737	0	0	0	0	0	0	0.00615561611329066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054167690192682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028073122038412	0	0	0	0	0	0	0	0	0	0	0.00466187223221396	0	0	0	0	0	0.00936346446191204	0.00579528265243136	0.00449421986173245	0	0	0.00422106961618227	0	0	0	0.0099219087303392	0	0.00434365115969313	0	0	0.00969710792458677	0.00275514084576269	0.00771832725202511	0	0.0039323428558014	0	0	0	0	0.047121210150031	0	0	0.018106130317199	0	0	0	0.00824592078199209	0.00303550649488298	0.00558113153383242
ERR12405916	0	0	0.0410207739068269	0.0321606330967631	0.0306479466443769	0	0	0.0247093612648414	0.0283119383297743	0.0262069114603208	0.0293507554243706	0	0	0	0	0	0	0.0234721057427257	0	0	0	0	0	0.0165489796759907	0.0183544141411609	0	0.0136976305877905	0	0	0	0	0	0.0153024779108887	0	0	0	0.0673948471408002	0	0	0	0	0.0111340694410708	0	0	0	0.0288380567919867	0	0.0433529204144373	0	0	0.0467924354209024	0	0.0501360909804055	0	0.0131053753042707	0.046550005396576	0.00298396505939766	0	0.00125546984287929	0	0	0	0	0.0125836320933523	0	0.0173523973719753	0.0154080081727996	0	0.0230588457903363	0.0149146390816355	0	0.00934189709214375	0.00224011496553297	0	0	0	0.0147797838303322	0.0193149775252675	0	0	0	0	0	0	0	0	0	0	0.0016683558261458	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0044844322495887	0	0	0	0	0	0	0.00197270200931876	0	0	0	0	0	0.00378260439720841	0	0	0	0.00551724118989392	0	0	0	0	0	0	0	0	0	0	0	0.0106152204076908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0149698470312369	0	0	0	0.0127422234676175	0	0.0123112326911739	0	0.0136822933232222	0.0116838877218114	0.0124968392749613	0	0	0	0	0	0	0.0166943964378966	0	0.0126319226696307	0.0128629169586774	0	0	0.0130464469476909	0	0	0.0120754961878049	0.0122582562611177	0	0	0	0	0	0.0125680642152695	0	0	0	0.0125339367444004	0	0.0165077031279826	0	0	0.0063969587650675	0	0	0	0	0	0	0	0	0	0.0075028194320131	0.00212552015263448	0	0	0	0.00237513199129123	0.00217127891611264	0	0	0	0	0	0	0	0	0	0	0.00144289549686777	0	0.00287735222563291	0	0.00243377943519626	0.00261825387447269	0.00262853066843852	0	0	0
ERR12405917	0.0993793891156466	0.0708050328496653	0.024980115759406	0.0247111268376135	0.0196995159141743	0.0237712459223526	0.00869088920116362	0.0244572058380573	0.0156160737188525	0.0174032660196631	0.0147362172214937	0	0.019411198311195	0.0484792829588834	0.0609034176341423	0	0.0100261935011062	0	0.0087772518182073	0.0901344279712054	0.0413833884013558	0	0.0436140950213518	0	0	0.00203539168483642	0	0	0	0	0.00182855045559289	0	0	0	0	0	0	0	0.0241053015146277	0	0.00511945715051966	0	0	0.0249535900233198	0	0	0.00749243554223162	0	0	0	0	0	0	0.00724005194826644	0	0	0	0	0.00665040311363073	0	0.00336887361646612	0.0180616133236879	0.00975532958790069	0	0.00307941893623604	0	0	0	0	0	0	0.00302114749638354	0	0.0150395945065521	0	0	0	0	0.0110641485859944	0	0	0	0	0	0	0	0	0	0.00200117262485428	0	0	0	0	0	0.0126660212896439	0	0	0	0	0	0.0122873806274373	0	0.00507120677147566	0	0	0	0	0.0104284150868455	0	0.00176964462969557	0.0108417158001909	0	0	0	0.00302571576628406	0.00390835846822827	0	0	0	0.00377211137134405	0	0	0	0	0	0	0	0	0	0	0	0.00420068444039032	0.00920480936794821	0	0	0.00261591486025479	0	0	0	0	0	0.00420784216225173	0	0	0	0	0	0.00245013441122598	0	0.00249639489492078	0	0	0	0.00875547774240247	0	0	0	0.0038221008516856	0	0	0	0.00369166333942878	0	0.00384533845392284	0	0.00386228386249926	0.00362242710076103	0.00375695792662055	0	0	0	0	0	0	0.00370585774241709	0	0.0038265225377118	0	0	0	0.00378174736612513	0	0.00151857887593942	0	0	0	0.00405094862685643	0	0	0	0.0107020304979311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0029844243410191	0	0	0	0.00239693769587074	0.00295392567750858	0	0.00252318386692649	0	0.00182242838715858	0	0	0	0	0.0135822208807846	0	0	0	0.0101691724364993	0	0.00388360771515782	0	0	0	0	0	0	0	0	0
ERR12405918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189984050902905	0	0	0	0	0.0160821987510467	0.0164163748149893	0	0	0	0	0	0.0150526727844906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423716160195149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0347112181170696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0950013876521747	0	0.0184368117304566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572116088441189	0	0	0	0	0	0	0	0	0	0.0141979083839983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0153283320325179	0	0	0	0	0	0	0	0	0	0	0	0	0.0116327195704445	0.0127338331963301	0	0	0	0.011349277904636	0	0	0	0	0	0	0	0	0	0	0	0	0.0106363084135526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082852490027828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120823570694703	0	0	0	0	0	0	0	0	0	0	0
ERR12405919	0.0349725815005406	0.02881903343228	0.0508138981784904	0.0373279407322149	0.0376663369294248	0.0817531248164544	0.00740009914984418	0.0290992449585767	0.0324999967883955	0.028837522774199	0.0331242513900636	0	0.0393041517509343	0.0309424041673432	0.0625996044265367	0	0.0121796769432525	0	0	0	0.0319804613862223	0	0.0281331948657269	0	0	0	0	0.00972573906429773	0.00532441714660721	0	0	0	0	0	0	0	0.0181805164665959	0	0	0	0	0	0	0.010370048702472	0.00496669649009085	0	0	0.0132721332059622	0	0	0.0135416845384444	0.00200496283440605	0.0143790915868234	0	0	0.0116878181138215	0	0.00801569337502937	0.00938222893641248	0	0	0.00407236126351646	0.00238226632630308	0	0.00772954660584349	0	0	0	0	0	0	0.00290739465652584	0	0	0	0	0	0	0.0124871515467745	0	0	0	0.0565016176127289	0	0	0	0	0	0.0023444645515037	0	0	0	0	0	0	0	0	0.0209710590181279	0	0.00443921186969278	0	0	0.00289590374923892	0	0	0	0	0	0	0.00200282011297769	0	0	0	0.00392620341136839	0.00414997609183112	0.00256535732458515	0	0	0	0.00293896568168984	0	0	0.0102912310664332	0	0	0	0	0	0.00162133797878991	0.00183012253621306	0	0	0	0.00281691299518525	0	0.0043717942742557	0	0	0	0	0	0.0025100291343611	0.00299310367508504	0.00147183990064103	0.0033059593739053	0	0	0.00225545415633524	0	0	0	0	0	0	0	0.00230435053075153	0	0	0	0	0	0	0	0.0012319554101973	0.00348991229198404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00647615339453736	0	0	0	0	0.00190208183480943	0.00638053850403926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00145025294483942	0	0	0	0	0.00262833830029295	0	0	0	0.00191477636634759	0	0	0	0	0	0.0694339677786722	0	0	0	0.00650744088761275	0	0.00219359219054059	0	0	0	0	0	0	0	0	0
ERR12405920	0.0223109034517219	0.0255435536821204	0.010812740530199	0	0	0	0	0	0	0	0	0.0502772099445621	0	0	0	0.0299077494177689	0	0.0388806440590128	0.212954599899095	0.0283342685345775	0	0	0	0.028748617586241	0.0262295086415064	0	0	0	0.0274819043690697	0	0	0	0.0267971442770049	0	0	0.00870223927016683	0	0	0	0	0.123992179021567	0	0	0	0	0	0	0	0	0.0284929337873539	0	0	0	0	0	0	0.00257560345295364	0	0	0	0.0638182992474186	0	0.00689974600043908	0	0.00550997476518082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280410866861382	0	0	0	0	0	0	0	0.00726208137981087	0	0	0	0	0	0	0	0	0	0	0.00514171534800221	0	0	0.0630647354640986	0	0	0	0	0	0	0	0	0	0	0.0104009478945985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104690648259296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0103060048984578	0	0	0	0.00330271334835773	0	0	0	0	0	0	0	0	0	0.0104926044901692	0.0105588787482939	0	0	0	0	0.0100636118162267	0	0	0	0	0	0	0	0	0.00305568290124678	0	0	0	0	0	0	0	0	0	0	0	0	0.0219058707342069	0	0.0274527734306858	0	0	0	0.00272220189905841	0	0	0	0	0	0	0	0	0.00749020619675997
ERR12405921	0.0600488277860908	0.0413170672265842	0.0349244235339565	0.0333355843625142	0.0227270416144292	0	0	0.025020982383293	0.0208994533488409	0.0192309772499511	0.0206414869804585	0.0188231038416722	0	0	0	0.0174978448838178	0.0147625397318424	0	0	0	0	0	0	0	0	0	0.0262082877591179	0.019046912261769	0.00700594491845961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00495058317357652	0	0	0.00533188167028533	0	0.0130017508444652	0	0.0043895878578279	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00986149686389757	0	0.032009982854964	0.0378044174840727	0	0	0.0207694220847969	0.0325137359579384	0	0.0309113778047193	0	0.0286266577945828	0.0329152552322858	0.02949626992488	0.0294157061521091	0.0100119420908766	0.00261817301059694	0	0.0291019941975294	0	0.0290685339223773	0	0	0.0281654195426303	0.0283865830058049	0	0	0.00724980236000244	0	0	0	0.00561000788987607	0.00723386926861062	0	0.00659684449828562	0	0	0.00523786707878644	0	0	0.0225985988206861	0.00617597066052756	0	0	0.00505030063311356	0	0.00439884975659611	0	0.00552465193139659	0.00523459130882475	0	0.00504082522103646	0.00715112420645635	0.0048940933698367	0.00407670149338944	0	0	0.0146271120214177	0.00525094415280967	0	0	0.00618181854740409	0	0	0	0	0	0	0	0	0	0.0114676580822876	0.00528880732551169	0	0	0	0	0	0	0	0	0	0	0.00497745270975406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00396980855600665	0	0	0	0	0	0	0	0.0109928715819511	0	0	0	0	0	0	0	0	0	0	0.00493734244962798	0	0	0	0	0.00510137950729387	0	0.0042894572154965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12405922	0.0164940822790452	0.0399955672862266	0.105635162768668	0.0707370410060275	0.0771684735334737	0	0	0.057226307939551	0.0704783753854939	0.0586604738162858	0.0653647866246161	0.0974898282705378	0	0	0	0.0594691157321578	0	0	0	0	0	0	0	0	0	0	0.0606478772561079	0	0	0	0	0	0	0	0.0214125663144319	0	0	0	0	0	0	0	0.0297759179088527	0	0	0	0	0	0	0	0	0	0	0	0.0208882200170503	0	0.00173498008099214	0	0	0.0177768566319318	0	0.0103416848934845	0.00530200418586639	0	0.00226990539032224	0	0.0287596686327217	0	0	0	0	0	0	0.00673450486180849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121368899516962	0	0	0	0	0	0	0	0.0116221221996301	0	0	0	0	0.00793477169612774	0	0	0.00706443761441823	0	0	0	0	0.00900872699431998	0	0	0	0.0086037003326434	0	0	0	0	0	0	0	0	0	0	0	0	0.00713661536784029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00723716914879177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022817915462686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261037433260997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12405923	0.0156122490314499	0	0.0612323765275205	0.0679622800907229	0.0746248284845735	0	0	0.0675019505741857	0.0507286942788823	0.0713692679480454	0.0447519491341522	0	0	0	0	0	0	0	0	0.0622535730671334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0887535328139357	0	0	0	0.0211896158115746	0	0	0	0.0689973662595927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242094118500723	0.0625707345883903	0	0	0	0	0.00227202111113658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075400325780165	0	0	0	0	0	0	0	0	0	0.049444494535558	0	0	0	0	0	0.00874276275802044	0.00512538155171619	0	0	0	0	0	0	0	0	0	0.00949282478298949	0	0	0	0	0	0	0	0.0249900838256675	0	0.00486800129539632	0	0	0	0.00237198165595267	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00712058917836046	0	0	0	0	0.00751438148133884	0	0	0	0	0	0	0	0	0	0.00544271000080456	0	0	0.00814380771338855	0.00570037290835716	0	0.00565897835838191	0.00394176312455202	0.0060086409708005	0.00572694327649077	0.00605857176835932	0	0	0	0	0	0	0.00541941307130068	0	0.0142874719647511	0.00654668846656454	0	0	0.00532449529837145	0	0.00340459154088429	0.00544401309824312	0.00649035875816162	0	0	0	0	0.00421213618716388	0.0052811536819259	0	0	0	0.00513271946129839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232325580088089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERR12405924	0.165942210925976	0.115137350885244	0.0151392774246033	0.016711278965026	0	0	0	0	0.00709855410678817	0	0	0.0247913103472433	0	0.0351767895616506	0.0858188103287109	0.0311039291704861	0	0.0255177101248144	0	0	0.0291908555953984	0	0.0228793731559053	0.0201520176967837	0.0193149168512157	0	0	0	0.0258356500171904	0	0	0	0.0174531548418981	0	0.00926184371358765	0.0032081581609774	0	0	0.047871939879701	0	0	0	0.0135794550372921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00791443069093914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133078480021259	0	0	0	0	0	0	0	0	0	0	0	0	0.00284402387219991	0	0	0	0	0	0	0	0	0	0	0	0	0.00859767131848812	0	0	0	0	0	0	0	0	0	0.00842341585317019	0	0	0	0	0	0	0.00867982559001842	0	0.00885684349746128	0	0.013057921387645	0.00462502716800497	0	0	0	0	0	0.00781395015324667	0.00797677575791424	0	0	0	0.00757024238408654	0.00710171551976187	0	0	0.00749171420053646	0	0.00839983904975383	0	0	0	0	0	0.0101481273863973	0	0	0	0	0	0.00814485313552613	0.00626619761476907	0	0	0	0.00950849241242268	0	0.010096549646518	0	0	0	0.00977403502428058	0	0	0	0	0	0	0	0	0	0	0	0.0170840794548028	0	0	0	0.00478797430230688	0.00411667951787106	0	0	0	0	0.0166208047292971	0	0	0	0	0.0048024686580162	0	0	0	0	0.00513691956768718	0	0.00437153764254147	0	0	0.0255360068434445	0	0	0	0	0	0	0	0	0.00975944282827438	0	0	0	0	0	0	0	0	0	0
ERR12405925	0	0	0.033465510933979	0.0267865839601966	0.0245098709960452	0.022394610162333	0	0.0232495422262616	0.0238743875556833	0.0201726822457619	0.0250848261220103	0.0665421448333825	0.0161453401092392	0	0	0.0387276852353116	0.008356753892289	0	0.171269701292719	0	0	0.0435457189926412	0	0	0	0	0.00439034366696338	0	0.00235125583845328	0	0	0	0	0.0188689723494346	0.00229649800627373	0.0225257045732437	0	0	0	0	0.0785596408526911	0	0	0	0	0	0.0138460951030368	0	0	0.0327385784255224	0	0.0137131765962952	0	0.011844484972175	0	0	0.0137013004527589	0	0.00277023425828575	0	0.0756399759827831	0.00250637583460353	0	0	0	0	0	0	0	0	0	0.0129755799805539	0.0100165921784299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277399556445018	0	0	0	0.0246389787438787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125263461047628	0	0	0	0.00893799301656327	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012629614392242	0	0	0	0	0	0	0	0	0.0108793245003637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0299992194366133	0	0.00593996119280296	0	0	0	0	0	0	0	0	0	0.00383843933891342	0
