feature	metabat_SRR16554674.5	maxbin_SRR13022355.014	metabat_ERR12405975.5_sub	semibin_SRR13022325.6	semibin_SRR16554706.23	semibin_SRR23364195.41	semibin_SRR5930502.51	metabat_SRR13022352.3	semibin_ERR12405939.29	metabat_SRR16554779.30	maxbin_SRR11413655.005	maxbin_ERR2162217.001	maxbin_SRR13022336.003_sub	maxbin_SRR25825509.002	semibin_SRR5930533.9	metabat_SRR13022417.2	semibin_SRR5930511.52	semibin_ERR6281504.148	semibin_ERR6279672.24	semibin_SRR11413653.25	maxbin_SRR16554665.003	semibin_SRR11413686.80	maxbin_ERR12405962.011_sub	metabat_ERR6279614.12_sub	semibin_ERR6232382.49_sub	semibin_ERR6279675.47	maxbin_SRR16554775.001	semibin_SRR11413653.97_sub	semibin_SRR16554655.39	metabat_ERR12405990.2	metabat_ERR6232687.8_sub	metabat_SRR25825493.27	maxbin_ERR6281499.002	semibin_SRR11413691.62	semibin_SRR6000945.4	maxbin_SRR16554671.002	metabat_SRR11413649.62	metabat_SRR5930494.64	metabat_ERR12405981.15	maxbin_SRR11413649.010	maxbin_SRR13068842.057_sub	metabat_SRR16554646.5	metabat_SRR20881978.24	semibin_SRR5930502.48	semibin_SRR6000905.60_sub	semibin_SRR5930507.29	semibin_SRR16554630.20	metabat_ERR6271719.4	semibin_SRR25825509.21	metabat_SRR23364235.43	maxbin_SRR5930501.002	metabat_ERR12405956.16	maxbin_ERR12406000.010	metabat_SRR6000877.7	semibin_SRR13022308.4	metabat_ERR12405930.6	semibin_SRR16554707.35_sub	semibin_ERR2162217.22	metabat_ERR12405933.43	semibin_ERR2162223.6	metabat_SRR6000874.30	metabat_SRR16554713.13	semibin_SRR5930499.112	maxbin_ERR6257997.027	semibin_SRR16168913.44_sub	semibin_SRR6000900.32	semibin_SRR16168903.5	semibin_SRR16554765.8	maxbin_SRR16554755.007_sub	semibin_SRR5930534.80	metabat_SRR6000907.1_sub	maxbin_SRR16554728.024	semibin_SRR8387683.16	maxbin_SRR11413620.019	semibin_SRR25825514.3_sub	metabat_ERR12405985.2	semibin_SRR16554738.0	semibin_SRR11413691.42	maxbin_SRR11413655.009_sub	semibin_SRR20881975.0	metabat_ERR6275681.8	maxbin_SRR16554759.001	metabat_SRR16554662.30_sub	metabat_SRR16554786.10	metabat_ERR6243880.3	semibin_ERR6264280.18	metabat_ERR6281505.14	semibin_SRR16554671.9	maxbin_SRR16554707.013	metabat_SRR16554771.26	maxbin_ERR6279655.020	metabat_SRR5930523.5	semibin_SRR11413608.137	metabat_ERR6279651.8	metabat_SRR16554746.22	maxbin_ERR6232518.013	metabat_ERR12405939.30	metabat_ERR12405970.10	semibin_SRR20881988.7	metabat_ERR6275666.49	metabat_SRR16554744.3	semibin_SRR16168903.11	semibin_SRR11413690.7	metabat_SRR5930536.13	semibin_SRR13022424.5	semibin_ERR12405947.71	semibin_ERR6279646.10	metabat_ERR12405918.3	semibin_SRR23364196.21	semibin_SRR16554716.24	semibin_SRR6000910.14	metabat_SRR16554626.7	semibin_SRR25825508.4_sub	semibin_SRR13068844.35	semibin_SRR16554766.35_sub	semibin_ERR6279614.29	semibin_SRR11413683.102	maxbin_ERR6279658.017_sub	semibin_ERR6230326.3	maxbin_SRR5930501.087_sub	maxbin_SRR16168913.015	maxbin_ERR2162209.017_sub	semibin_SRR16168920.5_sub	semibin_SRR16554739.16	metabat_SRR16168982.24	metabat_SRR13022323.1	semibin_ERR6267712.45	maxbin_SRR16554647.003	semibin_ERR2162202.11	semibin_SRR16168909.12	maxbin_ERR2162223.012	maxbin_SRR25825521.012_sub	metabat_SRR23364233.36	semibin_SRR25825499.11	semibin_SRR16554653.1	semibin_SRR23364199.62	maxbin_SRR5930508.026	semibin_ERR6279671.24	semibin_SRR16554730.5	maxbin_SRR5930522.022	semibin_SRR16554790.42	metabat_ERR6279652.5	semibin_ERR6243877.10	metabat_SRR16168941.17	semibin_SRR16168929.15_sub	maxbin_SRR23364240.011	metabat_SRR6000947.37_sub	metabat_ERR6235716.8_sub	metabat_SRR16554633.8	metabat_ERR6279615.15	metabat_SRR16554713.7	semibin_SRR13068836.17_sub	semibin_SRR20881980.15_sub	semibin_ERR6279661.5	semibin_ERR6264281.7	maxbin_SRR5930521.014	metabat_SRR13022372.10_sub	semibin_SRR20881981.34	semibin_ERR6279683.8	semibin_ERR6279655.40	semibin_SRR11413688.2	semibin_ERR6233695.43_sub	maxbin_SRR5930515.007	semibin_ERR6273965.5	semibin_SRR25825516.1	maxbin_SRR13068818.010	maxbin_SRR16168926.008	semibin_SRR16554672.14	semibin_ERR12405970.61	maxbin_SRR16554787.017_sub	metabat_SRR6000907.39	semibin_SRR5930528.37	metabat_SRR23364184.15	semibin_SRR25825502.47_sub	maxbin_ERR12405958.009_sub	semibin_SRR16168913.31	semibin_ERR6232458.16	semibin_SRR5930519.26	semibin_SRR11413688.65_sub	semibin_SRR5930536.88	maxbin_ERR12406009.001	semibin_SRR16554765.35	semibin_SRR13068830.5	metabat_SRR5930502.31	metabat_ERR2162222.11_sub	maxbin_SRR16554790.013_sub	maxbin_SRR16554733.009	metabat_SRR11413686.6	maxbin_SRR8387707.004_sub	metabat_SRR16554669.41_sub	maxbin_SRR5930518.019_sub	metabat_SRR11413686.5	semibin_SRR11413606.8	semibin_SRR13068817.76	metabat_SRR6000874.13_sub	semibin_SRR20881986.74	semibin_SRR23364193.36	metabat_SRR5930514.58	semibin_SRR16554786.37	semibin_ERR2162202.9	semibin_SRR5930501.2	semibin_ERR2162208.7	metabat_SRR16554665.10	metabat_SRR13068853.24	semibin_SRR25825502.21	semibin_ERR6279669.74	semibin_SRR5930523.22	semibin_SRR16554776.8	metabat_SRR13068851.17	metabat_ERR6279627.10	semibin_SRR11413679.4	metabat_ERR2162214.7	metabat_SRR11413647.31	semibin_SRR6000892.71	metabat_SRR13022401.12	metabat_ERR2162213.1	metabat_SRR16168896.4	metabat_ERR12405997.59	semibin_SRR6000944.44	semibin_SRR5930533.32_sub	maxbin_SRR11413646.009	metabat_ERR12405954.8	metabat_SRR13068832.4	semibin_SRR20881980.56	semibin_SRR5930495.29	maxbin_ERR6282070.040_sub	semibin_ERR6233693.7	metabat_SRR11413613.2	semibin_SRR16168945.59_sub	semibin_ERR12405923.28	semibin_SRR6000901.29	metabat_SRR16554687.19	semibin_SRR23364183.27	metabat_ERR12405985.26	semibin_SRR11413689.18	semibin_SRR5930498.73	maxbin_SRR5930497.004	metabat_SRR5930527.86	semibin_SRR6000896.44	metabat_SRR20881987.29	metabat_ERR6281586.4	metabat_SRR5930529.3	metabat_SRR6000949.51_sub	semibin_SRR11413689.110	metabat_SRR16554771.5	semibin_SRR16554766.13	maxbin_SRR6000869.050	metabat_SRR13068834.30	metabat_SRR13068828.29	metabat_ERR12405917.12	semibin_SRR16554633.6	semibin_SRR11413657.102	maxbin_SRR16554652.022_sub	metabat_SRR11413685.32	semibin_SRR13022464.9	maxbin_SRR23364240.009_sub	maxbin_SRR5930504.027	metabat_SRR13068838.21	semibin_ERR12405916.16	metabat_SRR11413612.18	maxbin_SRR23364191.039_sub	semibin_SRR16554627.102	maxbin_ERR6275667.027	metabat_SRR16168975.22	metabat_SRR16554654.18	metabat_SRR11413687.86	metabat_SRR5930529.8	semibin_ERR6279673.25_sub	semibin_ERR6232458.12	semibin_SRR5930498.118	semibin_SRR6000893.60_sub	semibin_SRR13068839.7	semibin_ERR2162216.32	metabat_ERR6281658.13	semibin_SRR23364206.58	semibin_SRR11413691.52	semibin_SRR23364171.72	metabat_SRR25825507.13_sub	semibin_SRR8387707.23	maxbin_ERR6233693.010_sub	metabat_SRR5930527.85	metabat_SRR16554711.16	semibin_ERR12406007.1	metabat_ERR12405926.24	semibin_SRR5930510.9	semibin_SRR5930518.30	metabat_SRR11413620.24	metabat_SRR5930526.41	semibin_SRR11413607.11	metabat_ERR12406012.5	semibin_SRR23364229.5	semibin_SRR13068829.205	maxbin_SRR23364183.002	semibin_ERR6280907.75	maxbin_ERR6232523.003	semibin_ERR6267712.18	metabat_SRR5930498.82	semibin_SRR25825510.41_sub	semibin_ERR6279674.8	maxbin_ERR6281505.022	maxbin_ERR6279662.030	metabat_ERR6279625.46	semibin_SRR6000903.13	maxbin_SRR23364204.024	metabat_SRR5930506.9_sub	metabat_ERR6243878.23_sub	metabat_SRR16168986.5	maxbin_ERR6279614.017_sub	maxbin_ERR6279679.012	metabat_ERR6279677.48_sub	maxbin_SRR25825517.033_sub	metabat_SRR13068843.53_sub	maxbin_ERR6280910.023_sub	metabat_ERR6232458.6	maxbin_SRR16168920.025	metabat_SRR25825508.34_sub	maxbin_SRR5930498.027	semibin_SRR5930517.113	maxbin_SRR13068814.028	semibin_SRR6000900.14	metabat_SRR16168974.17	maxbin_ERR6279673.036	metabat_SRR16554652.48	metabat_SRR13068843.68	maxbin_SRR16168974.016_sub	maxbin_SRR5930495.007_sub	semibin_SRR16168985.16	maxbin_SRR5930510.007_sub	semibin_SRR13068818.12_sub	metabat_SRR5930516.94	maxbin_SRR16168918.042_sub	metabat_ERR6279619.19_sub	metabat_ERR6279661.17	metabat_SRR5930534.8_sub	metabat_ERR6275677.54	semibin_SRR5930536.9	maxbin_SRR16168941.009_sub	metabat_SRR23364213.66	metabat_SRR16168984.8_sub	semibin_ERR6279676.4	maxbin_ERR6281500.022	semibin_SRR5930518.8	semibin_SRR13068843.60_sub	metabat_ERR6279625.36	semibin_SRR5930529.2	metabat_SRR5930498.86	maxbin_SRR5930506.016_sub	metabat_SRR16554786.23	semibin_ERR6279669.45	semibin_ERR6279665.27
SRR25825493	-3.44519032529248	-4.06802699512131	-5.49088995233578	-5.64776734449804	-5.82710415701203	-4.14792748760274	-11.6437833678048	-5.96596399093067	-6.00811042368362	-6.20056238436888	-5.89592975668075	-6.29601266384661	-4.68420973085653	-5.10436312279436	-6.08053814121325	-5.82698914939385	-5.4714055956586	-11.9414415830108	-11.1460521165514	-10.8231583150287	-5.99802471250088	-2.92842967762551	-5.83060719297757	-12.2612251703835	-10.7855052664392	-8.5146721617247	-6.66168059745883	-5.25972500787713	-7.69556365791414	-11.7556365924457	-12.8349746130463	-7.27053801082337	-11.2053127699051	-12.094570951737	-11.6837339059782	-11.5224041327896	-6.25451144807502	-12.6417501892621	-5.39145391640306	-11.2024357572995	-10.7146081956294	-11.535179686168	-12.4025143860627	-8.54267535449295	-11.9206110653767	-7.05792794547851	-6.2601452813742	-6.56317867296522	-11.7446371949753	-10.3953993759442	-6.57581258968139	-12.0387016965031	-6.48502167995433	-6.45993835567809	-6.47611945212679	-9.35775650781299	-7.45570890313741	-11.6496459128664	-7.08449676217748	-11.2615110931154	-10.3732602308061	-11.7159504044455	-6.8826287707352	-11.0219266104458	-6.5131303894747	-8.8779105158843	-7.10387074323214	-7.16924026365252	-6.25652407863156	-4.76332645830559	-10.8154161307809	-11.2282753305991	-11.8783394061975	-7.86541835192011	-11.2291499687473	-11.4695984580417	-11.3362565269097	-10.8209055920289	-7.46181950671771	-12.8868093014717	-11.3558748302427	-11.1637790141226	-11.3965948112465	-11.8067451270611	-11.4754589910771	-11.4686687494038	-11.4723055115694	-11.4134413974736	-11.5941606746007	-11.8369522858333	-11.1930310937937	-6.1696593701683	-11.5665609221765	-10.626513174618	-11.207211053436	-10.4157731881469	-11.507141427307	-11.6255880410707	-11.9551065563796	-12.0670718341837	-11.4591003452267	-10.8768074505601	-11.3025364779323	-6.50987406963408	-10.3068441026629	-11.3714161993956	-10.9475750564278	-10.4545786744823	-12.0882470677838	-11.4590021622743	-10.969728500278	-11.6311570756598	-11.391900854029	-11.1054801176587	-10.8081867425476	-11.3195972830835	-11.5166381638327	-11.384224906415	-10.8953192932205	-11.3839899174445	-10.793872206394	-10.8822333793815	-10.8425877840917	-11.7283097011284	-6.77636007137565	-11.305047207912	-11.8351631873311	-10.2897179049154	-11.4826043218047	-11.1347624728896	-6.70354786991035	-10.7139786912822	-11.3793742506271	-10.9586976294321	-11.3750294383418	-10.8674298961944	-11.3216913076019	-10.7954392752034	-10.8914144182738	-10.6553587921183	-11.4893329520384	-10.0335897087979	-11.0392035245822	-10.3380996261617	-10.8858456267095	-10.4901406869841	-10.7900159368132	-10.220672287578	-10.5934272731239	-10.4071287264512	-11.4998101474416	-10.9210539662189	-11.440674617839	-11.052173213687	-10.8740999421676	-10.8639555620102	-11.2371905373646	-11.0350466232517	-9.44547538426065	-10.9468573837945	-10.5703489167519	-11.6949272816947	-11.7056401014689	-11.1673683762185	-11.0037948492347	-10.9274467978024	-10.4968070933879	-11.1032228129821	-11.5070275097627	-11.6838284436201	-6.58167876140339	-11.2013703928755	-10.8465880865503	-11.9582578208843	-11.5248665439829	-10.3690147346495	-11.4313801805065	-11.258074817803	-12.2845063813139	-10.6706590786988	-10.5163858113083	-11.2558142883439	-11.0730620760643	-7.31443083339079	-10.9372436744607	-11.8144758951048	-10.8295214415394	-10.7800759836163	-11.2844273441621	-11.3750191881065	-12.1914098253187	-11.3604982580038	-11.2012526172273	-11.0808761546915	-12.6669787946138	-11.3748695700562	-11.496736652821	-11.4524976266401	-12.1046422282231	-10.8303072747375	-11.3145178483197	-11.0068840342621	-6.87243709371839	-11.6251477497234	-11.1915768258062	-11.8979679257502	-11.5380610423397	-12.6269717502499	-11.2558953168788	-11.3546513541269	-11.7806615008573	-12.4273521179794	-11.368596028769	-11.6878200724483	-10.9282874590201	-12.472586726884	-12.110331187916	-12.4991385350327	-12.5149343255997	-12.0367492642317	-10.6701348817628	-12.5726554885488	-11.1519400455952	-11.2280789396363	-12.1538981918163	-11.4505941875821	-11.5967140220357	-12.5940446028998	-11.448220612696	-12.5563293848951	-12.4990167659865	-11.2172015050587	-11.3057396639822	-12.6176157070572	-11.6681993159798	-11.5975334637676	-10.1381547229422	-11.7492945329871	-12.6181308782445	-11.6185965317494	-12.636670177636	-11.0984101462127	-11.3842607763469	-10.6432595552172	-11.6206378879888	-12.0268486248084	-7.18168500700805	-11.4428148730836	-12.5538514311537	-12.550676633203	-11.4015021752532	-11.7864080311318	-10.4670858777052	-11.2658078359042	-11.2561500976941	-10.5461108043227	-11.5581211839567	-12.1540782061207	-12.0901249495476	-11.564956693887	-11.3050390817271	-10.4552276014509	-11.3895118798675	-10.1649553019079	-7.54156412097431	-11.4857989735509	-11.6280245521118	-11.1923059320512	-11.260241727585	-11.9809499346058	-11.4300596390057	-11.9441467485095	-12.8334973277339	-7.66956821229393	-10.7276067662919	-11.6807565642761	-11.5959392778747	-11.8736188190397	-7.87807081117111	-10.3607950413941	-12.4573895202963	-12.0089968276817	-12.1212914983995	-11.5334212416261	-11.1503430712609	-11.8507294470265	-12.0667346652589	-11.5355799033573	-11.9045617167541	-11.3104189894965	-11.615048556484	-11.3851027376945	-10.0414346131092	-11.9374493727934	-10.448042212046	-11.5784491170684	-7.68242866151783	-10.8151652567834	-10.7945470882058	-10.0762262031237	-10.5760038901351	-12.3758678327282	-10.7506249273689	-10.4595661230335	-10.9895482106195	-10.1274345305006	-11.0058933238864	-10.5944292110022	-10.5933963673566	-10.8426642215254	-10.7206672114255	-11.902608487752	-10.247555110677	-11.6997659328704	-11.5920828750961	-10.6817017162512	-10.8753475193666	-11.0186188682498	-11.6190317494156	-12.5633021794982	-11.4579243672738	-10.1918033903346	-10.9717392203048	-10.8491373657019	-10.1123838243828	-10.8460744272434	-11.3008244076593	-11.0784961569984	-10.4079085496634	-11.0525876652317	-10.8443230964064	-10.2156608677689	-12.0532167510176	-10.9783077595729	-11.9958336286808	-10.843082514645	-10.7934326976346	-12.0139731816848	-10.8389541056277	-11.1192095506966	-10.5898341657061	-10.7986578308801	-11.2654985626889	-11.285036660049	-10.5941486260832	-11.3959815539088	-11.9208003434947	-11.4947718826992	-12.1846807287595	-12.186445636882
SRR25825494	-5.09898563429736	-5.73440675450029	-4.41570384789861	-4.69366140183878	-4.5016869607625	-5.57751538300737	-11.6437833678048	-4.96460490072389	-4.90900726584035	-4.94243997772484	-4.94983787334241	-12.1458454020047	-6.07335322526435	-10.3256312978744	-11.1079824614651	-10.2290662416308	-7.90995681942031	-11.9414415830108	-4.68603073239299	-5.23955057549076	-10.5680117614182	-10.8070256895567	-10.4099598065263	-12.2612251703835	-10.7855052664392	-12.4572479173459	-10.4851617729518	-11.6115662562789	-7.13601363679842	-11.7556365924457	-12.8349746130463	-12.7509300984146	-11.2053127699051	-6.82479945837579	-7.76620773233568	-11.5224041327896	-10.3001967942421	-12.6417501892621	-9.99643420809708	-11.2024357572995	-5.85394567613254	-11.535179686168	-12.4025143860627	-11.7057702407818	-11.9206110653767	-10.8763139600328	-7.17936503709752	-10.200978075223	-11.7446371949753	-10.3953993759442	-10.4047096283684	-12.0387016965031	-10.2905756800649	-7.377618000078	-11.8929748158193	-9.35775650781299	-6.28942675336216	-8.46716066095658	-8.39856709824494	-11.2615110931154	-5.66497411991735	-11.7159504044455	-11.6835071139599	-11.0219266104458	-11.4304999303031	-12.38534210848	-10.4730512460402	-11.6761143971923	-10.4467652680813	-6.44887192952825	-10.8154161307809	-11.2282753305991	-11.8783394061975	-6.56822377420624	-11.2291499687473	-11.4695984580417	-11.3362565269097	-10.8209055920289	-11.3890820141927	-12.8868093014717	-11.3558748302427	-11.1637790141226	-11.3965948112465	-11.8067451270611	-11.4754589910771	-11.4686687494038	-11.4723055115694	-11.4134413974736	-4.68572196473027	-8.46078424613842	-11.1930310937937	-11.2475358440242	-11.5665609221765	-10.626513174618	-6.78812066429769	-10.4157731881469	-11.507141427307	-11.6255880410707	-11.9551065563796	-7.84084985655994	-11.4591003452267	-10.8768074505601	-11.3025364779323	-12.2832135122628	-10.3068441026629	-11.3714161993956	-10.9475750564278	-5.15544520842259	-7.90783804716897	-11.4590021622743	-10.969728500278	-7.12567653718718	-7.86597968333428	-6.65662293904212	-10.8081867425476	-11.3195972830835	-4.79540355928465	-11.384224906415	-10.8953192932205	-11.3839899174445	-10.793872206394	-10.8822333793815	-10.8425877840917	-11.7283097011284	-12.4055991324717	-11.305047207912	-11.8351631873311	-10.2897179049154	-11.4826043218047	-11.1347624728896	-12.0061603434337	-10.7139786912822	-11.3793742506271	-10.9586976294321	-11.3750294383418	-10.8674298961944	-11.3216913076019	-10.7954392752034	-10.8914144182738	-10.6553587921183	-11.4893329520384	-10.0335897087979	-11.0392035245822	-10.3380996261617	-10.8858456267095	-10.4901406869841	-10.7900159368132	-10.220672287578	-5.22451709188619	-10.4071287264512	-11.4998101474416	-10.9210539662189	-6.93393877652249	-11.052173213687	-10.8740999421676	-10.8639555620102	-11.2371905373646	-11.0350466232517	-12.6374730782301	-10.9468573837945	-10.5703489167519	-7.89062291020632	-6.170398993081	-11.1673683762185	-11.0037948492347	-10.9274467978024	-10.4968070933879	-11.1032228129821	-7.98694351585963	-7.32374046868503	-11.8294822345106	-11.2013703928755	-10.8465880865503	-11.9582578208843	-11.5248665439829	-10.3690147346495	-7.50183154493775	-11.258074817803	-12.2845063813139	-10.6706590786988	-10.5163858113083	-11.2558142883439	-11.0730620760643	-12.3898295972479	-10.9372436744607	-6.43696414446751	-10.8295214415394	-4.36183232339086	-11.2844273441621	-7.71994305551438	-12.1914098253187	-11.3604982580038	-11.2012526172273	-11.0808761546915	-12.6669787946138	-11.3748695700562	-11.496736652821	-11.4524976266401	-12.1046422282231	-10.8303072747375	-11.3145178483197	-4.55874792884085	-11.9598788274193	-7.60410183774413	-11.1915768258062	-11.8979679257502	-6.76827388797306	-12.6269717502499	-11.2558953168788	-11.3546513541269	-11.7806615008573	-12.4273521179794	-11.368596028769	-6.75310001857287	-10.9282874590201	-12.472586726884	-12.110331187916	-12.4991385350327	-12.5149343255997	-12.0367492642317	-10.6701348817628	-12.5726554885488	-11.1519400455952	-11.2280789396363	-12.1538981918163	-11.4505941875821	-11.5967140220357	-12.5940446028998	-11.448220612696	-12.5563293848951	-12.4990167659865	-11.2172015050587	-11.3057396639822	-12.6176157070572	-6.8992918388781	-11.5975334637676	-10.1381547229422	-11.7492945329871	-12.6181308782445	-6.83681713926132	-12.636670177636	-11.0984101462127	-11.3842607763469	-10.6432595552172	-6.90395157785031	-12.0268486248084	-12.1554912854136	-11.4428148730836	-7.4677043110162	-12.550676633203	-11.4015021752532	-7.02515978843758	-5.04871854594747	-7.9959170848381	-11.2561500976941	-10.5461108043227	-11.5581211839567	-8.02279588677268	-6.94067597080494	-7.54074838967774	-11.3050390817271	-8.22893314535268	-11.3895118798675	-10.1649553019079	-12.279787164765	-11.4857989735509	-11.6280245521118	-11.1923059320512	-11.260241727585	-7.4851738454369	-11.4300596390057	-11.9441467485095	-12.8334973277339	-12.1587834536541	-10.7276067662919	-7.74991503794753	-11.5959392778747	-11.8736188190397	-12.4197451357532	-10.3607950413941	-12.4573895202963	-12.0089968276817	-7.86798473615653	-11.5334212416261	-11.1503430712609	-11.8507294470265	-7.7818223046966	-11.5355799033573	-11.9045617167541	-11.3104189894965	-11.615048556484	-11.3851027376945	-10.0414346131092	-11.9374493727934	-10.448042212046	-11.5784491170684	-12.626066393512	-10.8151652567834	-10.7945470882058	-10.0762262031237	-10.5760038901351	-8.12280390686852	-10.7506249273689	-10.4595661230335	-10.9895482106195	-10.1274345305006	-11.0058933238864	-10.5944292110022	-10.5933963673566	-10.8426642215254	-10.7206672114255	-11.902608487752	-10.247555110677	-11.6997659328704	-11.5920828750961	-10.6817017162512	-10.8753475193666	-11.0186188682498	-11.6190317494156	-12.5633021794982	-11.4579243672738	-10.1918033903346	-10.9717392203048	-10.8491373657019	-10.1123838243828	-10.8460744272434	-11.3008244076593	-11.0784961569984	-10.4079085496634	-11.0525876652317	-10.8443230964064	-10.2156608677689	-12.0532167510176	-10.9783077595729	-11.9958336286808	-10.843082514645	-10.7934326976346	-8.18354005404308	-6.39360038048567	-11.1192095506966	-10.5898341657061	-10.7986578308801	-11.2654985626889	-11.285036660049	-10.5941486260832	-11.3959815539088	-11.9208003434947	-11.4947718826992	-12.1846807287595	-12.186445636882
