superkingdom	phylum	class	order	family	genus	species	year	status
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	marcescens	1823	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	subtilis	1835	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	ventriculi	1842	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	buccalis	1853	established
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	cholerae	1854	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	anthracis	1872	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Micrococcus	luteus	1872	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	aeruginosa	1872	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	recurrentis	1874	established
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	bovis	1877	putative
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	mesenteroides	1878	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Chromobacterium	violaceum	1880	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	butyricum	1880	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	leprae	1880	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	polymyxa	1880	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	tuberculosis	1883	established
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	aureus	1884	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pneumoniae	1884	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	pyogenes	1884	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	mallei	1885	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	gonorrhoeae	1885	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	alvei	1885	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	mirabilis	1885	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Proteus	vulgaris	1885	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	mycoides	1886	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	tetani	1886	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	diphtheriae	1886	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	oxytoca	1886	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	pneumoniae	1886	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	rosea	1886	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	subflava	1886	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	typhi	1886	established
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	sputigena	1886	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	denticola	1886	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	cereus	1887	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	chauvoei	1887	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	agglomerans	1888	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	enteritidis	1888	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equi	1888	established
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	metschnikovii	1888	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	septicum	1889	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	aegyptius	1889	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	smegmatis	1889	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	farcinica	1889	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	putida	1889	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pseudotuberculosis	1889	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	circulans	1890	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	cloacae	1890	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	asteroides	1891	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	rhodochrous	1891	established
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	albus	1891	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	typhimurium	1892	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	melitensis	1893	established
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	madurae	1894	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	choleraesuis	1894	established
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	desulfuricans	1895	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	coli	1895	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	fluorescens	1895	established
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	israelii	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	salmonicida	1896	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	botulinum	1896	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	pseudodiphthericum	1896	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	xerosis	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	influenzae	1896	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	delbrueckii	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	catarrhalis	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	stutzeri	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	plymuthica	1896	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	agalactiae	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	pestis	1896	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	dysenteriae	1897	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	licheniformis	1898	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	fragilis	1898	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	perfringens	1898	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	ramosum	1898	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	cadaveris	1899	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Pasteurella	multocida	1899	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	brevis	1900	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	novyi	1900	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	kutscheri	1900	established
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	acnes	1900	established
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	rhusiopathiae	1900	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Micrococcaceae	Kocuria	varians	1900	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	acidophilus	1900	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	lacunata	1900	established
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	acnes	1900	established
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	hydrophila	1901	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	pumilus	1901	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Brucellaceae	Brucella	abortus	1901	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	striatum	1901	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	mortiferum	1901	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	avium	1901	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	meningitidis	1901	established
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Arcanobacterium	pyogenes	1903	established
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Trueperella	pyogenes	1903	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	sphaericus	1904	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	carnis	1904	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Gordoniaceae	Gordonia	rubripertincta	1904	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	sphaericus	1904	established
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Nocardiopsaceae	Nocardiopsis	dassonvillei	1904	established
Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	macerans	1905	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	anaerobius	1905	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	pallidum	1905	established
Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	Thermomonosporaceae	Actinomadura	pelletieri	1906	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	duttonii	1906	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecalis	1906	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	cinerea	1906	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	anginosus	1906	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	equinus	1906	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mitis	1906	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	salivarius	1906	established
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	somaliensis	1906	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	tumefaciens	1907	established
Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	interrogans	1907	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	sporogenes	1908	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	cylindroides	1908	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	sicca	1908	established
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis	1908	established
Bacteria	Firmicutes	Tissierellia	Tissierellales	Tissierellaceae	Tissierella	praeacuta	1908	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	naviforme	1909	putative
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	brasiliensis	1909	established
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	anguillarum	1909	putative
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	lignieresii	1910	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	moniliforme	1910	established
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	calcoaceticus	1911	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	pseudotuberculosis	1911	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	multiforme	1911	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	actinomycetemcomitans	1912	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	thetaiotaomicron	1912	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	bronchiseptica	1912	established
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Francisellaceae	Francisella	tularensis	1912	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	actinomycetemcomitans	1912	established
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	asaccharolyticus	1912	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Peptostreptococcus	asaccharolyticus	1912	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	bacilliformis	1913	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	persica	1913	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	gladioli	1913	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	pseudomallei	1913	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	granulomatis	1913	established
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	griseus	1914	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	coagulans	1915	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thuringiensis	1915	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	fallax	1915	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Dermatophilaceae	Dermatophilus	congolensis	1915	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Hathewaya	histolytica	1916	established
Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Moraxella	nonliquefaciens	1916	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	prowazekii	1916	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	quintana	1917	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	crocidurae	1917	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	tertium	1917	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	equuli	1918	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	bifermentans	1918	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium	bifermentans	1918	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Providencia	rettgeri	1918	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Alcaligenes	faecalis	1919	established
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	fetus	1919	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	sphenoides	1919	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	faecium	1919	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	plantarum	1919	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	morganii	1919	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	rickettsii	1919	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	proteamaculans	1919	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	flexneri	1919	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	bovis	1919	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Orientia	tsutsugamushi	1920	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	typhi	1920	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	sonnei	1920	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	venezuelensis	1921	established
Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	pneumosintes	1921	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	ducreyi	1921	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	melaninogenica	1921	established
Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Curtobacterium	flaccumfaciens	1922	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	nucleatum	1922	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	parainfluenzae	1922	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	acidominimus	1922	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	pertussis	1923	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	bovis	1923	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	tenue	1923	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	haemolyticus	1923	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	chelonae	1923	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flava	1923	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	perflava	1923	established
Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Nocardiaceae	Prescottia	equi	1923	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	equi	1923	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	otitidiscaviarum	1924	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	constellatus	1924	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	mutans	1924	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	gonidiaformans	1925	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	moniliformis	1925	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	intermedius	1925	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	hispanica	1926	established
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	acidovorans	1926	established
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Exiguobacterium	acetylicum	1926	putative
Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	monocytogenes	1926	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Mycobacteriaceae	Mycobacterium	marinum	1926	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	sordellii	1927	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Corynebacteriaceae	Corynebacterium	ulcerans	1927	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Nocardia	transvalensis	1927	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	freundii	1928	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	alcaligenes	1928	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	erythropolis	1928	established
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	balustinum	1929	established
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Myroides	odoratus	1929	established
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	psittaci	1930	established
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydophila	psittaci	1930	established
Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	flavescens	1930	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptococcaceae	Peptococcus	niger	1930	established
Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	jejuni	1931	established
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	liquefaciens	1931	established
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	haemolytica	1932	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	conorii	1932	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	dysgalactiae	1932	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uberis	1932	established
Bacteria	Actinobacteria	Actinomycetia	Streptomycetales	Streptomycetaceae	Streptomyces	cacaoi	1932	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	coagulans	1933	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	distasonis	1933	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	ovatus	1933	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uniformis	1933	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	vulgatus	1933	established
Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	elizabethae	1933	established
Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	turicatae	1933	established
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Finegoldia 	magna	1933	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	varium	1933	established
Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Gemella	morbillorum	1933	established
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	distasonis	1933	established
Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	micra	1933	established
Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	trachomatis	1935	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides	difficile	1935	established
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	aerofaciens	1935	established
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Cutibacterium	avidum	1935	established
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	lenta	1935	established
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Eggerthia	catenaformis	1935	established
Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	canis	1935	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	limosum	1935	established
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	avidum	1935	established
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	caviae	1936	established
Bacteria	Actinobacteria	Actinomycetia	Corynebacteriales	Nocardiaceae	Rhodococcus	fascians	1936	established
Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	harveyi	1936	established
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	minutum	1937	putative
Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	zoogleoformans	1937	established
Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	durans	1937	established
Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	rectale	1937	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	necrophorum	1937	established
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	russii	1937	putative
