L1	L2	L3	ID
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00079
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00121
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00129
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00799
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K13953
Metabolism	Xenobiotics biodegradation and metabolism	Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K15303
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00001
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K00121
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K04072
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K13953
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K13954
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K14578
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K14581
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K14584
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K18242
Metabolism	Xenobiotics biodegradation and metabolism	Naphthalene degradation [PATH:ko00626]	K18243
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00169
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00170
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00171
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00172
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00196
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K00198
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K06281
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K06282
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K10678
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K10679
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K10680
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K11180
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K11181
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K14578
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K14581
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K23548
Metabolism	Xenobiotics biodegradation and metabolism	Nitrotoluene degradation [PATH:ko00633]	K23549
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K00448
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K00449
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K04100
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K04102
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K11945
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K14578
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K14581
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18067
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18068
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18074
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18075
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18076
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18077
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K18275
Metabolism	Xenobiotics biodegradation and metabolism	Polycyclic aromatic hydrocarbon degradation [PATH:ko00624]	K19065
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K01822
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K03333
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K05296
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K05898
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K15982
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K15983
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16046
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16047
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16048
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16049
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16050
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K16051
Metabolism	Xenobiotics biodegradation and metabolism	Steroid degradation [PATH:ko00984]	K18687
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K00146
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K00446
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K00451
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01026
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01039
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01040
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01426
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01501
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01555
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01721
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K01800
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K07104
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K10216
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K16171
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K20626
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K20627
Metabolism	Xenobiotics biodegradation and metabolism	Styrene degradation [PATH:ko00643]	K20807
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K00055
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K00217
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K01061
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K01856
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K03381
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K05797
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K07550
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K16246
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K20199
Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation [PATH:ko00623]	K20200
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K00055
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K00446
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K01617
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K01666
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K01821
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K02554
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K04073
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K05549
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K05550
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K05783
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K05784
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K07104
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K10216
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K10217
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K10619
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K10621
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K10623
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K16303
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K18293
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K18364
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K18365
Metabolism	Xenobiotics biodegradation and metabolism	Xylene degradation [PATH:ko00622]	K18366
			NA
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K00243
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K01163
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K05739
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K05937
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K05952
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K05967
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06860
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06867
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06869
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06871
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06872
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06873
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06882
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06883
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06884
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06885
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06887
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06888
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06889
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06890
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06893
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06900
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06903
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06904
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06905
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K06906
