sampleid	dataset	raw	filtered	perc_filtered
SRR13022366	Davar_2021	8852156	5003086	43.4817235484779
SRR13022367	Davar_2021	8221992	4735858	42.4001142302255
SRR13022368	Davar_2021	7843363	4052316	48.3344580634608
SRR13022369	Davar_2021	15269702	9761101	36.0753667622328
SRR13022370	Davar_2021	11903781	7902271	33.6154537789296
SRR13022371	Davar_2021	6280464	4268174	32.0404670737703
SRR13022372	Davar_2021	7467697	4822232	35.4254464261204
SRR13022373	Davar_2021	11015889	7150503	35.089187990184
SRR13022374	Davar_2021	13483190	8902300	33.9748234653669
SRR13022375	Davar_2021	9877312	6635396	32.8218446476126
SRR13022376	Davar_2021	8701954	6059000	30.3719601367693
SRR13022377	Davar_2021	8327174	5669657	31.9137921220332
SRR13022378	Davar_2021	15981652	11166272	30.130677354256
SRR13022379	Davar_2021	4691537	3136397	33.1477722545938
SRR13022380	Davar_2021	11713472	8372328	28.5239423460439
SRR13022381	Davar_2021	9834828	6458627	34.3290294451515
SRR13022382	Davar_2021	11199964	7316411	34.6746918115094
SRR13022383	Davar_2021	12770467	8083355	36.702745482996
SRR13022384	Davar_2021	2516932	1643591	34.6986330977555
SRR13022385	Davar_2021	19493226	12869457	33.9798502310495
SRR13022386	Davar_2021	13866499	8890028	35.8884459588538
SRR13022387	Davar_2021	10161477	6351365	37.4956514687776
SRR13022389	Davar_2021	9988454	6854702	31.3737441249667
SRR13022390	Davar_2021	11091465	7670932	30.8393255534774
SRR13022391	Davar_2021	9727033	6617777	31.9651017941442
SRR13022392	Davar_2021	11167474	7475496	33.0600993563988
SRR13022393	Davar_2021	12300375	7920121	35.6107354450576
SRR13022394	Davar_2021	18239924	11409349	37.4484838862267
SRR13022395	Davar_2021	17198220	11439763	33.4828662501119
SRR13022396	Davar_2021	6449058	4055170	37.1199638768949
SRR13022397	Davar_2021	18204277	12548930	31.0660346466932
SRR13022398	Davar_2021	9686285	6639804	31.4514904320903
SRR13022399	Davar_2021	19794237	12381391	37.4495162405098
SRR13022400	Davar_2021	12285913	7723675	37.1338947296794
SRR13022401	Davar_2021	10498727	7109104	32.2860381072867
SRR13022402	Davar_2021	10978610	7643861	30.3749655010971
SRR13022403	Davar_2021	14247617	10104561	29.0789400080027
SRR13022404	Davar_2021	18994471	12729897	32.9810395877832
SRR13022405	Davar_2021	11287560	7571833	32.9187796122457
SRR13022406	Davar_2021	11920170	8832057	25.9066187814436
SRR13022407	Davar_2021	14446305	9000115	37.6995363174182
SRR13022408	Davar_2021	13770162	8614308	37.4422174553938
SRR13022409	Davar_2021	15729531	10095257	35.8197202446786
SRR13022410	Davar_2021	14899741	8865681	40.4977509340599
SRR13022411	Davar_2021	13781013	8901805	35.4052927749215
SRR13022412	Davar_2021	6132883	3583922	41.5621983983715
SRR13022413	Davar_2021	12020604	7489914	37.6910344937742
SRR13022414	Davar_2021	13062463	9023212	30.9225832831067
SRR13022415	Davar_2021	11282312	7444070	34.0199951924747
SRR13022416	Davar_2021	11181918	7814085	30.1185628440488
SRR13022417	Davar_2021	16171125	10914405	32.5068293022285
SRR13022419	Davar_2021	8983564	5837858	35.016236317791
SRR13022420	Davar_2021	13240491	6365822	51.9215563833698
SRR13022421	Davar_2021	9891470	5904538	40.3067693679504
SRR13022422	Davar_2021	7406493	4697144	36.5807272078702
SRR13022423	Davar_2021	10088693	6229869	38.2489981606141
SRR13022424	Davar_2021	25327122	16429605	35.1303910487737
SRR13022425	Davar_2021	12000262	6791609	43.404494001881
SRR13022426	Davar_2021	11751536	7286880	37.9921058830097
SRR13022427	Davar_2021	10930274	7974497	27.0421125765008
SRR13022428	Davar_2021	3184677	2014137	36.7553758199026
SRR13022429	Davar_2021	11975124	5733608	52.1206795019409
SRR13022430	Davar_2021	11703872	7057076	39.7030657888261
SRR13022431	Davar_2021	9791712	5961934	39.1124453006788
SRR13022432	Davar_2021	7656423	5168080	32.5000721616347
SRR13022433	Davar_2021	6560374	4260079	35.0634735153819
SRR13022434	Davar_2021	8836525	5926082	32.9365106758596
SRR13022435	Davar_2021	7007661	4637213	33.8265221448355
SRR13022436	Davar_2021	10878519	7063413	35.0700862865616
SRR13022437	Davar_2021	9695548	6382823	34.1674859430328
SRR13022438	Davar_2021	9342577	6470007	30.7470840218925
SRR13022439	Davar_2021	10095053	6521307	35.4009632242644
SRR13022440	Davar_2021	10882979	7140566	34.3877627623834
SRR13022441	Davar_2021	9774616	6563684	32.8496996710664
SRR13022442	Davar_2021	7173716	4614996	35.6679857412811
SRR13022443	Davar_2021	9650288	6259624	35.1353659082506
SRR13022444	Davar_2021	9047976	5903733	34.7507884636299
SRR13022445	Davar_2021	10120533	6974347	31.0871571685009
SRR13022446	Davar_2021	9319763	6021641	35.388475007358
SRR13022447	Davar_2021	11377547	7311399	35.7383537945394
SRR13022448	Davar_2021	9348581	6087679	34.8812509620444
SRR13022449	Davar_2021	10661625	6923647	35.0601151325431
SRR13022450	Davar_2021	20889117	13314225	36.2623848581058
SRR13022451	Davar_2021	10758213	7081044	34.1801096520398
SRR13022452	Davar_2021	9545552	6943132	27.2631692750718
SRR13022453	Davar_2021	14140386	8585879	39.281155408346
SRR13022454	Davar_2021	8986626	5779145	35.6917156672593
SRR13022455	Davar_2021	9976104	7025009	29.5816382828407
SRR13022456	Davar_2021	9599516	6169323	35.7329786210055
SRR13022457	Davar_2021	10808032	7103098	34.2794506900054
SRR13022458	Davar_2021	10849606	6742726	37.8528031340493
SRR13022459	Davar_2021	13222414	8211026	37.900704062057
SRR13022460	Davar_2021	10281228	6650775	35.3114725205977
SRR13022461	Davar_2021	23625465	15080184	36.169789673981
SRR13022462	Davar_2021	7676586	4935802	35.7031628382721
SRR13022463	Davar_2021	10592536	6628047	37.427194016617
SRR13022464	Davar_2021	10873219	7378397	32.1415580795347
SRR13022465	Davar_2021	10501603	6549906	37.6294647588563
SRR13068812	Baruch_2021	31502014	30066273	4.55761653842195
SRR13068813	Baruch_2021	15401651	12464353	19.0713190423546
SRR13068814	Baruch_2021	11599436	9051299	21.9677663638129
SRR13068815	Baruch_2021	17384822	13369015	23.0995002422228
SRR13068816	Baruch_2021	16855848	13281552	21.2050796851039
SRR13068817	Baruch_2021	16546264	13018822	21.3186614210918
SRR13068818	Baruch_2021	15211012	11821005	22.2865316259036
SRR13068819	Baruch_2021	12844836	9693255	24.535782317501
SRR13068820	Baruch_2021	8523905	6408384	24.8186834555289
SRR13068821	Baruch_2021	13542619	10206484	24.6343414076701
SRR13068822	Baruch_2021	17090225	13402152	21.5800143064237
SRR13068823	Baruch_2021	13804517	10328122	25.1830252373191
SRR13068824	Baruch_2021	13848323	10257880	25.926915482835
SRR13068825	Baruch_2021	15108078	11217417	25.7521903183184
SRR13068826	Baruch_2021	17955303	14510731	19.1841485493172
SRR13068827	Baruch_2021	22900981	19614463	14.3509922129537
SRR13068828	Baruch_2021	15453694	12398750	19.7683738269957
SRR13068829	Baruch_2021	25919349	23211745	10.4462654521146
SRR13068830	Baruch_2021	24853332	21590302	13.129145017658
SRR13068831	Baruch_2021	15567080	12333103	20.7744612348623
SRR13068832	Baruch_2021	16734320	13104087	21.693340392678
SRR13068833	Baruch_2021	18217686	14503382	20.3884510908795
SRR13068834	Baruch_2021	20938105	17243001	17.6477479695512
SRR13068835	Baruch_2021	24290905	21376156	11.9993429639612
SRR13068836	Baruch_2021	16337479	12992403	20.4748602890323
SRR13068837	Baruch_2021	26022844	23033309	11.4881179013332
SRR13068838	Baruch_2021	15058189	12075297	19.8091018780545
SRR13068839	Baruch_2021	12891213	9945802	22.8482067591312
SRR13068840	Baruch_2021	15037269	11766650	21.7500864019923
SRR13068841	Baruch_2021	19865632	16057396	19.1699715367726
SRR13068842	Baruch_2021	14220993	10974852	22.826401785023
SRR13068843	Baruch_2021	25678553	22364843	12.9045822792273
SRR13068844	Baruch_2021	15029469	11528076	23.2968510065126
SRR13068845	Baruch_2021	13696049	10501204	23.3267637988153
SRR13068846	Baruch_2021	17316955	13764584	20.5138316753725
SRR13068847	Baruch_2021	14593556	11273420	22.7506990071508
SRR13068848	Baruch_2021	35248029	31872033	9.57782916031987
SRR13068849	Baruch_2021	17490981	14254950	18.5011406735849
SRR13068850	Baruch_2021	15813048	12744371	19.4059804283146
SRR13068851	Baruch_2021	12024497	9532268	20.726264059112
SRR13068852	Baruch_2021	14037741	10828257	22.8632512880812
SRR13068853	Baruch_2021	14934079	11588267	22.403872378069
SRR16168896	McCulloch_2022	45234488	26953505	40.4138165551913
SRR16168900	McCulloch_2022	24218900	13751988	43.2179496178604
SRR16168902	McCulloch_2022	23283278	12667248	45.5950833039918
SRR16168903	McCulloch_2022	11211637	5968592	46.7643128296073
SRR16168909	McCulloch_2022	24767709	11717010	52.6923947628745
SRR16168913	McCulloch_2022	70213494	40247591	42.6782677984947
SRR16168918	McCulloch_2022	72209592	40638424	43.7215709514049
SRR16168920	McCulloch_2022	29534482	13983599	52.6533121522158
SRR16168925	McCulloch_2022	21969445	13247675	39.6995463472109
SRR16168926	McCulloch_2022	25093504	12508998	50.1504532806578
SRR16168929	McCulloch_2022	28682615	14394831	49.8133939321781
SRR16168930	McCulloch_2022	40073645	18793716	53.1020549790267
SRR16168938	McCulloch_2022	31304919	16102272	48.5631251753119
SRR16168940	McCulloch_2022	39639231	23562199	40.5583852017715
SRR16168941	McCulloch_2022	21319100	10848192	49.115150264317
SRR16168942	McCulloch_2022	45173525	22533883	50.1170586089972
SRR16168943	McCulloch_2022	43116123	21501036	50.1322602683919
SRR16168945	McCulloch_2022	32934888	17146621	47.9378190082201
SRR16168952	McCulloch_2022	45129377	19102379	57.6719638739972
SRR16168969	McCulloch_2022	30080663	15821766	47.4022032027685
SRR16168974	McCulloch_2022	24762394	12332528	50.1965440013595
SRR16168975	McCulloch_2022	31590815	15625476	50.5379142640036
SRR16168976	McCulloch_2022	35357033	19962879	43.5391566933798
SRR16168982	McCulloch_2022	37332422	17804955	52.306992029609
SRR16168984	McCulloch_2022	30256747	16017067	47.0628253592496
SRR16168985	McCulloch_2022	26614430	14128230	46.9151509162511
SRR16168986	McCulloch_2022	31785318	16502600	48.0810605701664
SRR16554624	Spencer_2021	17024652	12293895	27.7876869377418
SRR16554625	Spencer_2021	3383552	3281393	3.01928269463569
SRR16554626	Spencer_2021	7547911	7376993	2.26444111489921
SRR16554627	Spencer_2021	23212916	18973407	18.2635779149849
SRR16554628	Spencer_2021	23441560	18872900	19.4895732195298
SRR16554630	Spencer_2021	21318914	17441654	18.1869489224451
SRR16554631	Spencer_2021	4737823	4591087	3.09711865555128
SRR16554632	Spencer_2021	26063328	21378445	17.9749992019438
SRR16554633	Spencer_2021	22728785	18214599	19.8610968426161
SRR16554634	Spencer_2021	23943442	19344998	19.2054425591776
SRR16554635	Spencer_2021	6919483	6763963	2.247566761852
SRR16554636	Spencer_2021	20514956	16990654	17.1791838110694
SRR16554637	Spencer_2021	7759211	7593565	2.13483046149923
SRR16554638	Spencer_2021	21188397	16758949	20.905064219818
SRR16554639	Spencer_2021	17204387	14198986	17.4688060667317
SRR16554640	Spencer_2021	21367896	17404728	18.5473010538801
SRR16554641	Spencer_2021	25461049	20389685	19.918126704049
SRR16554642	Spencer_2021	5287443	5147807	2.64089844561917
SRR16554643	Spencer_2021	5650908	5453394	3.49526129252149
SRR16554644	Spencer_2021	3907000	3801756	2.69372920399283
SRR16554645	Spencer_2021	5339394	5196181	2.68219576978211
SRR16554646	Spencer_2021	4673870	4552215	2.60287513345472
SRR16554647	Spencer_2021	24080709	19498176	19.0298923507609
SRR16554648	Spencer_2021	5729507	5604952	2.1739217702326
SRR16554649	Spencer_2021	7163754	7008249	2.17071943006418
SRR16554650	Spencer_2021	21704178	17678888	18.5461527269082
SRR16554651	Spencer_2021	23048985	18866021	18.1481483891807
SRR16554652	Spencer_2021	32591759	26194908	19.6272039198621
SRR16554653	Spencer_2021	4441959	4325194	2.62868252498504
SRR16554654	Spencer_2021	24380093	19681613	19.2717886679103
SRR16554655	Spencer_2021	22687372	18119081	20.1358315101458
SRR16554656	Spencer_2021	22468656	18176701	19.1019658674733
SRR16554657	Spencer_2021	24495798	19693473	19.6046889348124
SRR16554658	Spencer_2021	7589965	7344224	3.23770926479898
SRR16554659	Spencer_2021	19972135	16083233	19.4716388608429
SRR16554660	Spencer_2021	21829343	17221136	21.1101497649288
SRR16554662	Spencer_2021	4551414	4424699	2.7840798485921
SRR16554663	Spencer_2021	7245138	7071082	2.40238350187396
SRR16554664	Spencer_2021	26750719	21073799	21.2215604373101
SRR16554665	Spencer_2021	23870133	19274782	19.2514679327509
SRR16554666	Spencer_2021	24424825	19798534	18.9409381643471
SRR16554667	Spencer_2021	9599498	9445959	1.59944822114656
SRR16554668	Spencer_2021	8318974	8076734	2.91189754890446
SRR16554669	Spencer_2021	9512303	9140342	3.91031488378786
SRR16554670	Spencer_2021	6529910	6317548	3.2521428319839
SRR16554671	Spencer_2021	6557245	6324916	3.54308859894667
SRR16554672	Spencer_2021	5831815	5677161	2.65190168069461
SRR16554673	Spencer_2021	4906295	4775780	2.66015394508483
SRR16554674	Spencer_2021	6027815	5871929	2.58611121940537
SRR16554675	Spencer_2021	6162067	5996781	2.68231422994913
SRR16554678	Spencer_2021	3687334	3580717	2.89143863832243
SRR16554679	Spencer_2021	6486184	6263472	3.43363678859558
SRR16554680	Spencer_2021	4496743	4373973	2.73019827906553
SRR16554681	Spencer_2021	7586225	7423315	2.14744487541564
SRR16554684	Spencer_2021	7534252	7368709	2.19720550892113
SRR16554686	Spencer_2021	25662732	20626975	19.6228406235158
SRR16554687	Spencer_2021	5632396	5492588	2.48221183311685
SRR16554689	Spencer_2021	4705801	4591173	2.43588711039841
SRR16554691	Spencer_2021	4882253	4754349	2.61977410838807
SRR16554692	Spencer_2021	17127215	16082866	6.09759963893721
SRR16554693	Spencer_2021	17152339	15987090	6.79352827623102
SRR16554694	Spencer_2021	21315690	19980723	6.26283737472257
SRR16554695	Spencer_2021	12815360	12016673	6.23226347133439
SRR16554696	Spencer_2021	18059298	16879795	6.53127823683954
SRR16554697	Spencer_2021	5946165	5798600	2.48168357252111
SRR16554698	Spencer_2021	2906881	2779066	4.39698081896024
SRR16554699	Spencer_2021	14237232	13641389	4.18510423936338
SRR16554700	Spencer_2021	8033065	6948977	13.4953221466526
SRR16554701	Spencer_2021	19960216	18667201	6.47796095994153
SRR16554702	Spencer_2021	16169390	15122250	6.4760637228739
SRR16554703	Spencer_2021	18803457	17509754	6.88013379667366
SRR16554704	Spencer_2021	4274759	4165597	2.55364103567008
SRR16554705	Spencer_2021	5094639	4961940	2.60467915391061
SRR16554706	Spencer_2021	13839785	13307847	3.84354236716827
SRR16554707	Spencer_2021	21526455	18196914	15.4672053526695
SRR16554708	Spencer_2021	6673874	6424638	3.73450262920755
SRR16554710	Spencer_2021	12146007	11639270	4.17204600656001
SRR16554711	Spencer_2021	20726208	17308627	16.4891764089215
SRR16554712	Spencer_2021	13416885	12753978	4.94084133537702
SRR16554713	Spencer_2021	9894542	9758351	1.37642550812357
SRR16554714	Spencer_2021	7193057	7029273	2.2769734759505
SRR16554715	Spencer_2021	7089441	6922778	2.35086235995193
SRR16554716	Spencer_2021	7119571	6963179	2.19664920821774
SRR16554717	Spencer_2021	9090424	8892545	2.17678515325578
SRR16554718	Spencer_2021	6357096	6264558	1.45566466197774
SRR16554719	Spencer_2021	4865018	4771325	1.92585104515544
SRR16554720	Spencer_2021	5369629	5211684	2.94145088981008
SRR16554721	Spencer_2021	6433382	6294071	2.16543957750372
SRR16554722	Spencer_2021	7641132	7442566	2.59864637857322
SRR16554723	Spencer_2021	6220397	6067002	2.46600016043992
SRR16554724	Spencer_2021	7143113	6975173	2.35107578446539
SRR16554725	Spencer_2021	5231863	5091548	2.68193184722153
SRR16554726	Spencer_2021	6500957	6358867	2.18567820091718
SRR16554727	Spencer_2021	4062903	3957521	2.59376116043136
SRR16554728	Spencer_2021	3693658	3594285	2.69036819326533
SRR16554729	Spencer_2021	5397342	5263830	2.47366203586876
SRR16554730	Spencer_2021	21582129	17417995	19.2943615525605
SRR16554731	Spencer_2021	4436878	4268454	3.79600250446373
SRR16554732	Spencer_2021	4364691	3682790	15.6231220033675
SRR16554733	Spencer_2021	13409601	12497723	6.80018741795524
SRR16554734	Spencer_2021	7418551	7236254	2.45731275555025
SRR16554735	Spencer_2021	13289329	12406121	6.64599393994988
SRR16554736	Spencer_2021	18923531	17706173	6.43303831615781
SRR16554737	Spencer_2021	26012681	20975045	19.3660776449763
SRR16554738	Spencer_2021	19887254	15940254	19.8468828325922
SRR16554739	Spencer_2021	19813397	18424790	7.00842465327879
SRR16554740	Spencer_2021	7921529	7734775	2.35754991239696
SRR16554742	Spencer_2021	15179367	14227705	6.26944456906536
SRR16554743	Spencer_2021	12337473	12101789	1.91031015832822
SRR16554744	Spencer_2021	24891630	20093865	19.2746115863043
SRR16554745	Spencer_2021	8880504	8528922	3.95903205493741
SRR16554746	Spencer_2021	18807259	17541384	6.73077879131669
SRR16554747	Spencer_2021	7312811	7063039	3.41554020745237
SRR16554748	Spencer_2021	27009060	21340215	20.9886793542611
SRR16554749	Spencer_2021	8546947	8277797	3.14907767650836
SRR16554750	Spencer_2021	6246114	6033135	3.40978406734172
SRR16554751	Spencer_2021	5612974	5476254	2.43578537866023
SRR16554752	Spencer_2021	4449996	4318612	2.95245209209178
SRR16554753	Spencer_2021	4793999	4652363	2.95444367009672
SRR16554754	Spencer_2021	4049611	3952005	2.41025619497775
SRR16554755	Spencer_2021	7585309	7397469	2.47636582768085
SRR16554756	Spencer_2021	4768691	4647777	2.53558051884679
SRR16554757	Spencer_2021	7179153	7027915	2.10662734169337
SRR16554758	Spencer_2021	5481646	5332153	2.72715531064939
SRR16554759	Spencer_2021	7088422	6854247	3.30362667459697
SRR16554760	Spencer_2021	23424769	19371947	17.3014384901725
SRR16554761	Spencer_2021	7080742	6906133	2.46597037429129
SRR16554762	Spencer_2021	7291148	7102679	2.58490158202797
SRR16554763	Spencer_2021	6923501	6755812	2.42202608189123
SRR16554764	Spencer_2021	4077085	3923072	3.77752732650902
SRR16554765	Spencer_2021	6824839	6637456	2.74560322961464
SRR16554766	Spencer_2021	20939459	16952602	19.0399236198032
SRR16554767	Spencer_2021	20021650	16262999	18.7729332997031
SRR16554768	Spencer_2021	7769829	7625362	1.85933306897745
SRR16554769	Spencer_2021	20208015	16567038	18.0174895950938
SRR16554770	Spencer_2021	9265688	9017370	2.67997368355162
SRR16554771	Spencer_2021	26219878	20919801	20.2139651450705
SRR16554772	Spencer_2021	6867377	6695157	2.50779882915995
SRR16554773	Spencer_2021	24749708	19733822	20.2664451637167
SRR16554774	Spencer_2021	22714128	18176616	19.9766066300234
SRR16554775	Spencer_2021	5280617	5148300	2.50571098036461
SRR16554776	Spencer_2021	21514793	17432141	18.9760226835554
SRR16554777	Spencer_2021	19515065	15938185	18.3288141751001
SRR16554778	Spencer_2021	14779213	11649948	21.1734210745863
SRR16554779	Spencer_2021	22880073	18613272	18.6485462699354
SRR16554780	Spencer_2021	19400988	15795936	18.5817959374028
SRR16554781	Spencer_2021	21569071	17317227	19.7126895265911
SRR16554782	Spencer_2021	5189107	5041088	2.85249465852216
SRR16554783	Spencer_2021	3655372	3530126	3.42635441755313
SRR16554784	Spencer_2021	23162174	18718133	19.1866316175675
SRR16554785	Spencer_2021	23323242	18772465	19.5117685611632
SRR16554786	Spencer_2021	26611780	20436315	23.2057569993439
SRR16554787	Spencer_2021	19631875	16026922	18.3627544490783
SRR16554788	Spencer_2021	20988910	17122139	18.4229242966881
SRR16554789	Spencer_2021	23502129	19242707	18.1235580827592
SRR16554790	Spencer_2021	24341758	19545286	19.704706619793
SRR20881974	Liu_2022	37854542	32818253	13.3043189374739
SRR20881975	Liu_2022	23162402	19285191	16.7392440559489
SRR20881976	Liu_2022	21099720	17997540	14.7024699853837
SRR20881977	Liu_2022	40980468	36964052	9.800805593533
SRR20881978	Liu_2022	33958842	31583102	6.99593937861603
SRR20881979	Liu_2022	20065042	16747550	16.5336907842007
SRR20881980	Liu_2022	29180398	24768780	15.1184298445827
SRR20881981	Liu_2022	31617878	28154539	10.9537363639647
SRR20881983	Liu_2022	47049592	42753471	9.13104836275733
SRR20881984	Liu_2022	24968514	21276228	14.7877683069165
SRR20881985	Liu_2022	23565598	20361953	13.5945839354469
SRR20881986	Liu_2022	24800113	20605110	16.9152576038666
SRR20881987	Liu_2022	23004253	20050013	12.842147058633
SRR20881988	Liu_2022	28096321	23403937	16.7010620358445
SRR23364170	Bertrand_2023	12303990	5953532	51.6129970846855
SRR23364171	Bertrand_2023	44356271	24312228	45.1887468177837
SRR23364172	Bertrand_2023	15288613	7871902	48.5113397794816
SRR23364173	Bertrand_2023	9503477	4716735	50.3683230884865
SRR23364174	Bertrand_2023	17372879	8292410	52.2680725514752
SRR23364175	Bertrand_2023	33368102	18688520	43.992858808691
SRR23364176	Bertrand_2023	42377883	23305802	45.0047988475498
SRR23364177	Bertrand_2023	24034247	13157429	45.2554972910115
SRR23364178	Bertrand_2023	23883907	12959689	45.7388232168213
SRR23364179	Bertrand_2023	20752739	10235259	50.6799608475778
SRR23364180	Bertrand_2023	9296520	4080924	56.1026706767694
SRR23364181	Bertrand_2023	10242982	4635861	54.7410998086299
SRR23364182	Bertrand_2023	4697437	2271400	51.6459720481616
SRR23364183	Bertrand_2023	17601145	9120060	48.1848482016369
SRR23364184	Bertrand_2023	12635050	5919565	53.1496511687726
SRR23364185	Bertrand_2023	8865645	4789678	45.9748501096085
SRR23364186	Bertrand_2023	11869595	5432313	54.2333752752305
SRR23364187	Bertrand_2023	28786506	14907085	48.2150247758446
SRR23364188	Bertrand_2023	9111937	5358678	41.1905723228771
SRR23364189	Bertrand_2023	22476399	12946942	42.3976144933181
SRR23364190	Bertrand_2023	13073721	6725499	48.5571169829921
SRR23364191	Bertrand_2023	25728557	13648175	46.9532045656505
SRR23364192	Bertrand_2023	37915257	19236105	49.2655291773441
SRR23364193	Bertrand_2023	36075537	17687610	50.9706258842384
SRR23364194	Bertrand_2023	61380593	31447092	48.7670443327258
SRR23364195	Bertrand_2023	18029763	9208465	48.9263114551201
SRR23364196	Bertrand_2023	11302807	6261549	44.6018232462078
SRR23364197	Bertrand_2023	43537065	24062153	44.7317980667737
SRR23364198	Bertrand_2023	11383254	7004888	38.4632197436691
SRR23364199	Bertrand_2023	50768047	25138505	50.4836083215886
SRR23364200	Bertrand_2023	20157187	10282081	48.9904965410104
SRR23364201	Bertrand_2023	19202959	9692269	49.5272108845309
SRR23364202	Bertrand_2023	51415689	25990240	49.4507600588606
SRR23364203	Bertrand_2023	27299514	13397998	50.9222105565689
SRR23364204	Bertrand_2023	24444538	13110142	46.3678061741236
SRR23364205	Bertrand_2023	10314858	5342870	48.2021953186365
SRR23364206	Bertrand_2023	22005349	11862782	46.0913707844397
SRR23364207	Bertrand_2023	32048998	16273341	49.2235576288532
SRR23364208	Bertrand_2023	32613342	16560458	49.2218307464473
SRR23364209	Bertrand_2023	40418502	20621134	48.9809543164168
SRR23364210	Bertrand_2023	11392835	5639488	50.4996956420417
SRR23364211	Bertrand_2023	22722590	11691469	48.5469350104896
SRR23364212	Bertrand_2023	15504319	8507958	45.1252389737337
SRR23364213	Bertrand_2023	47238056	24791472	47.5180096318951
SRR23364214	Bertrand_2023	16892998	8990700	46.7785410262879
SRR23364215	Bertrand_2023	13299571	7739558	41.8059575004337
SRR23364216	Bertrand_2023	29061185	13261555	54.3667782301376
SRR23364217	Bertrand_2023	7447976	4159179	44.1569226324038
SRR23364218	Bertrand_2023	7555741	3967197	47.4942695891773
SRR23364219	Bertrand_2023	6904266	3659911	46.9905852410669
SRR23364220	Bertrand_2023	10062520	5447289	45.8655585280824
SRR23364221	Bertrand_2023	11355565	5975994	47.3738735148802
SRR23364222	Bertrand_2023	13900964	7419392	46.6267807038418
SRR23364223	Bertrand_2023	14676459	7718159	47.4112999600244
SRR23364224	Bertrand_2023	5591121	3146902	43.7160812652776
SRR23364225	Bertrand_2023	14055741	7946826	43.4620629392645
SRR23364226	Bertrand_2023	6483154	3374443	47.9505962684212
SRR23364227	Bertrand_2023	38042206	22559914	40.6976714231556
SRR23364228	Bertrand_2023	8305565	4670485	43.7667997300605
SRR23364229	Bertrand_2023	14017786	7219406	48.4982435885382
SRR23364230	Bertrand_2023	40355520	23093647	42.7745027198262
SRR23364231	Bertrand_2023	75101267	39824488	46.9722821054404
SRR23364232	Bertrand_2023	13419873	6957016	48.1588536642634
SRR23364233	Bertrand_2023	26603419	13707766	48.4736679898174
SRR23364234	Bertrand_2023	14087802	7017468	50.1876304053677
SRR23364235	Bertrand_2023	42494904	20609084	51.5022224782529
SRR23364236	Bertrand_2023	18719392	9992493	46.6195643533722
SRR23364237	Bertrand_2023	20928539	11351177	45.7622101571447
SRR23364238	Bertrand_2023	10040363	5566056	44.5631995576256
SRR23364239	Bertrand_2023	9702788	5532481	42.9805020989843
SRR23364240	Bertrand_2023	11672090	5533744	52.589947472989
SRR25825493	Tsakmaklis_2023	24395212	11763951	51.7776234123319
SRR25825494	Tsakmaklis_2023	33314561	16357429	50.9000613875716
SRR25825495	Tsakmaklis_2023	24806862	12192310	50.8510588723394
SRR25825496	Tsakmaklis_2023	24909075	12423723	50.1237079257259
SRR25825497	Tsakmaklis_2023	30530608	13913377	54.4281037573834
SRR25825498	Tsakmaklis_2023	23791924	10600171	55.4463480969425
SRR25825499	Tsakmaklis_2023	25505229	12475351	51.0870849267811
SRR25825500	Tsakmaklis_2023	28087928	16372734	41.7090003933362
SRR25825501	Tsakmaklis_2023	22899575	12993263	43.2598072234965
SRR25825502	Tsakmaklis_2023	29718535	16367278	44.9256903141423
SRR25825503	Tsakmaklis_2023	34882844	20467990	41.3236202873825
SRR25825504	Tsakmaklis_2023	35821047	20600364	42.4908936916333
SRR25825505	Tsakmaklis_2023	28219134	14513640	48.5680885884025
SRR25825506	Tsakmaklis_2023	24934871	13181223	47.1373924493133
SRR25825507	Tsakmaklis_2023	24019934	12607022	47.5143353849349
SRR25825508	Tsakmaklis_2023	22537138	12135536	46.1531628372689
SRR25825509	Tsakmaklis_2023	29097324	15031043	48.3421808823382
SRR25825510	Tsakmaklis_2023	32277915	16714892	48.2157010451264
SRR25825511	Tsakmaklis_2023	31362877	17909396	42.89619539687
SRR25825512	Tsakmaklis_2023	21552352	10957180	49.1601659067187
SRR25825513	Tsakmaklis_2023	25879009	14944154	42.2537624991745
SRR25825514	Tsakmaklis_2023	21181690	10683519	49.5624806141531
SRR25825515	Tsakmaklis_2023	22732069	11911666	47.5997279438137
SRR25825516	Tsakmaklis_2023	30145279	15410801	48.8782273337062
SRR25825517	Tsakmaklis_2023	28469191	14106881	50.4486060035917
SRR25825518	Tsakmaklis_2023	24831096	13005455	47.6243215361899
SRR25825519	Tsakmaklis_2023	30550588	16283591	46.6995823451909
SRR25825520	Tsakmaklis_2023	30379755	16582215	45.4168902942107
SRR25825521	Tsakmaklis_2023	27290442	12629451	53.722072365116
SRR5930493	Frankel_2017	36067122	27035446	25.0412993861833
SRR5930494	Frankel_2017	55382132	41715968	24.6761247833507
SRR5930495	Frankel_2017	48725996	28700028	41.0991455156709
SRR5930497	Frankel_2017	52929172	29920900	43.4699261873962
SRR5930498	Frankel_2017	54317314	40753425	24.9715753617714
SRR5930499	Frankel_2017	47189970	35364652	25.0589648605413
SRR5930501	Frankel_2017	35766732	26590818	25.6548851038445
SRR5930502	Frankel_2017	50953650	37294226	26.80754764379
SRR5930503	Frankel_2017	54487477	39863598	26.8389725587771
SRR5930504	Frankel_2017	45627563	33106594	27.4416781803578
SRR5930505	Frankel_2017	50164221	37123795	25.9954719520114
