sampleid	dataset	raw	filtered	perc_filtered
SRR11413680	Peng_2020	22499157	18462958	17.9393343492825
SRR11413681	Peng_2020	25228757	20714845	17.8919318141595
SRR11413683	Peng_2020	25539117	20135266	21.1591144674266
SRR11413684	Peng_2020	23504995	19342596	17.7085721566841
SRR11413685	Peng_2020	27046595	21868406	19.1454377159121
SRR11413686	Peng_2020	22514612	18211574	19.1122014449994
SRR11413687	Peng_2020	28626739	21185779	25.9930409817199
SRR11413688	Peng_2020	24293684	19502614	19.7214634058795
SRR11413689	Peng_2020	23995004	20110321	16.1895492911775
SRR11413690	Peng_2020	20522979	16332965	20.416207608067
SRR11413691	Peng_2020	29086652	22528751	22.546084025071
SRR11413692	Peng_2020	21222478	17509899	17.493616909392
SRR13022250	Davar_2021	18164867	11853656	34.744052901681
SRR13022251	Davar_2021	17825813	12181432	31.6640873546693
SRR13022252	Davar_2021	8174923	5421041	33.686947265436
SRR13022253	Davar_2021	11240509	7130921	36.5605151866343
SRR13022254	Davar_2021	22398359	13444440	39.9757812614755
SRR13022255	Davar_2021	4900415	3343590	31.7692481147005
SRR13022256	Davar_2021	4660297	3030274	34.9768051263686
SRR13022257	Davar_2021	7002735	4702718	32.8445528782683
SRR13022258	Davar_2021	14152434	9073041	35.8905966281136
SRR13022259	Davar_2021	11606066	7887721	32.0379446403286
SRR13022260	Davar_2021	6072023	4077776	32.8432056334437
SRR13022261	Davar_2021	10601977	7306157	31.0868435198454
SRR13022262	Davar_2021	7462067	5122237	31.3563252648361
SRR13022263	Davar_2021	8924901	6211322	30.4045837595285
SRR13022264	Davar_2021	9514450	6607897	30.5488283610718
SRR13022265	Davar_2021	12269390	8112422	33.8808041801589
SRR13022266	Davar_2021	12964912	8883284	31.4821111011012
SRR13022267	Davar_2021	7650192	5051551	33.9683108606947
SRR13022268	Davar_2021	11512608	6991635	39.2697553847052
SRR13022269	Davar_2021	9185940	5688255	38.0765060516398
SRR13022270	Davar_2021	13329650	9266729	30.4803276905245
SRR13022271	Davar_2021	14674055	9374114	36.1177670384907
SRR13022272	Davar_2021	10065196	6612687	34.3014582130343
SRR13022273	Davar_2021	11527947	7805217	32.293087398823
SRR13022274	Davar_2021	8660353	5399214	37.6559592894193
SRR13022275	Davar_2021	7005440	4598806	34.353787913393
SRR13022276	Davar_2021	7780948	4786958	38.4784733171331
SRR13022277	Davar_2021	9796780	6645965	32.1617408985401
SRR13022278	Davar_2021	7207239	4598401	36.1974675739212
SRR13022279	Davar_2021	21986834	15553272	29.2609749998567
SRR13022280	Davar_2021	19259552	12568607	34.7409171303673
SRR13022281	Davar_2021	19109530	12726957	33.3999475654294
SRR13022282	Davar_2021	18089787	11940637	33.9923847638449
SRR13022283	Davar_2021	23699242	16084721	32.1298082023045
SRR13022284	Davar_2021	22802246	14685416	35.5966249991339
SRR13022285	Davar_2021	17472914	11657462	33.2826682486962
SRR13022286	Davar_2021	23074764	15118563	34.4800969578714
SRR13022287	Davar_2021	11357863	8176733	28.0081737207078
SRR13022288	Davar_2021	8288919	4547438	45.1383467494374
SRR13022289	Davar_2021	8710740	4856793	44.2436233890577
SRR13022290	Davar_2021	8238363	4958225	39.8154099303466
SRR13022291	Davar_2021	11739342	6854928	41.6072212565236
SRR13022292	Davar_2021	6958692	4168197	40.1008551607112
SRR13022293	Davar_2021	8177090	5001152	38.8394648952133
SRR13022294	Davar_2021	6811424	3852682	43.4379360321718
SRR13022295	Davar_2021	8443065	4905493	41.899144445767
SRR13022296	Davar_2021	9154107	5959620	34.8967627317443
SRR13022297	Davar_2021	11186629	7734242	30.8617278717297
SRR13022298	Davar_2021	10051041	6307454	37.2457638964959
SRR13022299	Davar_2021	9793912	7003212	28.4942319269358
SRR13022300	Davar_2021	12305647	7733106	37.1580705996198
SRR13022301	Davar_2021	10950470	7214674	34.1153941337678
SRR13022302	Davar_2021	8985124	6139114	31.6746880733087
SRR13022303	Davar_2021	10734014	7057378	34.2522005281528
SRR13022304	Davar_2021	10355989	7369638	28.836946427811
SRR13022305	Davar_2021	10072079	6666324	33.813823342728
SRR13022306	Davar_2021	8069356	5718349	29.1350016035976
SRR13022307	Davar_2021	15556466	10771451	30.7590104333465
SRR13022308	Davar_2021	10874714	7106545	34.6507411597215
SRR13022309	Davar_2021	12833747	8545242	33.4158449593872
SRR13022310	Davar_2021	12705485	8749504	31.1360093691819
SRR13022311	Davar_2021	15003865	9801665	34.6723994117516
SRR13022312	Davar_2021	19556720	14155192	27.619805366135
SRR13022313	Davar_2021	10161413	7087673	30.2491395635627
SRR13022314	Davar_2021	14270270	9681730	32.1545422756542
SRR13022315	Davar_2021	16349505	11392203	30.3208078776697
SRR13022316	Davar_2021	10644608	7101090	33.2893235711451
SRR13022317	Davar_2021	13494097	9300436	31.0777445871332
SRR13022318	Davar_2021	8601189	5657373	34.2256867044777
SRR13022319	Davar_2021	10730951	7017805	34.6022081360729
SRR13022320	Davar_2021	10742217	6802198	36.6778943303789
SRR13022321	Davar_2021	15015888	9540969	36.4608406775543
SRR13022322	Davar_2021	11753663	7585504	35.4626383281535
SRR13022323	Davar_2021	6384218	3884540	39.154020116481
SRR13022324	Davar_2021	9346881	6543391	29.9938557043788
SRR13022325	Davar_2021	11349017	7455447	34.3075528039124
SRR13022326	Davar_2021	7385419	5088377	31.1023924302738
SRR13022327	Davar_2021	9778633	6640537	32.0913567366727
SRR13022328	Davar_2021	11023579	6986258	36.6244120897578
SRR13022329	Davar_2021	11207462	6765442	39.6344863805918
SRR13022330	Davar_2021	19078030	12937971	32.1839256988274
SRR13022331	Davar_2021	12928098	8888924	31.243373928632
SRR13022332	Davar_2021	10070132	6834492	32.1310584608027
SRR13022333	Davar_2021	14193248	9306419	34.4306602688828
SRR13022334	Davar_2021	9118428	6117052	32.9154981538484
SRR13022335	Davar_2021	10468307	6687718	36.1146171964578
SRR13022336	Davar_2021	9312398	5325828	42.8092742599704
SRR13022337	Davar_2021	10898164	6139367	43.666043197735
SRR13022338	Davar_2021	15147929	9875704	34.8049228379668
SRR13022339	Davar_2021	6037831	3778687	37.4164828396158
SRR13022340	Davar_2021	6825861	4300495	36.9970323157767
SRR13022341	Davar_2021	10257016	6082556	40.698581341786
SRR13022342	Davar_2021	11392670	7481558	34.3300736350653
SRR13022343	Davar_2021	9330569	6188654	33.6733483242019
SRR13022344	Davar_2021	10651438	4802808	54.9092995706307
SRR13022345	Davar_2021	13597781	8193295	39.7453525689228
SRR13022346	Davar_2021	9501329	5548705	41.6007486952615
SRR13022347	Davar_2021	13007832	7609167	41.5031882330584
SRR13022348	Davar_2021	9343792	5775807	38.1856209984126
SRR13022349	Davar_2021	11521817	8174582	29.0512772421225
SRR13022350	Davar_2021	9530405	5993835	37.1082865838335
SRR13022351	Davar_2021	10974696	6270452	42.86445838682
SRR13022352	Davar_2021	8319814	5670391	31.8447383559296
SRR13022353	Davar_2021	11902165	7448260	37.4209650093071
SRR13022354	Davar_2021	12055189	6613300	45.1414656377432
SRR13022355	Davar_2021	10356246	6124318	40.8635329828975
SRR13022356	Davar_2021	12352170	6763342	45.2457179588688
SRR13022357	Davar_2021	8131174	4582867	43.6383110237218
SRR13022358	Davar_2021	7623710	4265041	44.0555713687955
SRR13022359	Davar_2021	9483904	5765663	39.2058059634513
SRR13022360	Davar_2021	9670074	5533710	42.7748950008035
SRR13022361	Davar_2021	9200447	5122417	44.3242594626109
SRR13022362	Davar_2021	9153896	5182143	43.3886620516554
SRR13022363	Davar_2021	9334161	5245448	43.8037548313126
SRR13022364	Davar_2021	3703099	2369891	36.0024941272162
SRR13022365	Davar_2021	9276870	5167726	44.2945088160123
