featureid	Intercept	response[T.R]
semibin_SRR8387712.8_sub	-0.282768395204356	-0.338758865619511
semibin_SRR8387712.32	-0.215806033868602	-0.410801584149213
semibin_SRR8387707.23	0.839861485700795	0.315448304390102
semibin_SRR8387707.12	0.86340651247997	-1.10259930255494
semibin_SRR8387683.9	-0.602240350503733	-0.0534994697817276
semibin_SRR8387683.84	-0.639717486161998	-0.101539874697537
semibin_SRR8387683.51	-0.380194295604041	-0.278786534691663
semibin_SRR8387683.30	-0.221990932185462	0.0557885968438675
semibin_SRR8387683.16	1.9967161152174	0.400504907344966
semibin_SRR8387681.3	-0.341111921180299	0.00701122519889374
semibin_SRR8387677.66	0.183262828331182	0.668147882198482
semibin_SRR8387676.49	-0.589693930406382	-0.427136713887067
semibin_SRR8387659.60	-0.529208001155665	-0.448347473765225
semibin_SRR6000949.57	-0.521096807379535	-0.446515539909215
semibin_SRR6000947.67	-0.628753599185756	-0.0701393878706406
semibin_SRR6000946.68	-0.649322893876841	-0.102125415826649
semibin_SRR6000945.4	3.38835320208568	-0.0314952826746414
semibin_SRR6000944.44	1.07326588366527	0.388972719883113
semibin_SRR6000944.13	-0.6912516620348	-0.384738626206727
semibin_SRR6000932.54	-0.643874403495601	-0.0887620842703293
semibin_SRR6000932.49_sub	0.58681777451534	-0.0927710032709549
semibin_SRR6000921.66	-0.363016333837321	-0.440519029522748
semibin_SRR6000920.93	-0.436665725369265	0.226149221634059
semibin_SRR6000920.16	-0.390940163690856	-0.25809233846745
semibin_SRR6000911.2	-0.264901386980226	-0.0125154054411362
semibin_SRR6000910.14	0.377535018663594	0.557770868515163
semibin_SRR6000909.45	-0.749063369293025	-0.263283992434354
semibin_SRR6000909.33	-0.606984761018565	-0.0545252061136673
semibin_SRR6000909.0	-0.584944781322291	-0.0224274194487045
semibin_SRR6000908.42_sub	0.405105147104451	-0.73901779415688
semibin_SRR6000908.41	-0.765124079246333	-0.283907505000443
semibin_SRR6000907.58	-0.0968529548833874	0.611629208301692
semibin_SRR6000905.76	0.935529205541799	-0.753576675678105
semibin_SRR6000905.60_sub	2.83384356234569	-0.150291705752225
semibin_SRR6000905.32	-0.364129815656951	-0.0451029634722183
semibin_SRR6000903.20	-0.471254703063777	-0.176173011089177
semibin_SRR6000903.16	0.138551298122594	-0.235810565079064
semibin_SRR6000903.13	0.0393506321718189	0.468805392955928
semibin_SRR6000902.21	-0.556985821981242	0.0442794465772202
semibin_SRR6000901.30	-0.40460635389786	0.287481089805751
semibin_SRR6000901.29	1.03506383631725	0.209427913402705
semibin_SRR6000900.6	0.157399657707402	-0.0710692203291367
semibin_SRR6000900.32	2.39041766856212	0.341922303413539
semibin_SRR6000900.19	0.470189664106557	-0.892176727081151
semibin_SRR6000900.14	-0.109905016083529	0.35124584076324
semibin_SRR6000899.37	-0.632206049222758	-0.281922018403621
semibin_SRR6000899.35	-0.695672806758693	-0.176743859673352
semibin_SRR6000896.44	1.00019857619304	0.305165311073451
semibin_SRR6000896.39	-0.303701864961794	-0.0752732253321121
semibin_SRR6000894.27	0.415146920423696	-0.359790932635279
semibin_SRR6000893.60_sub	0.0669276747514698	0.368257960056453
semibin_SRR6000892.71	0.309320840578267	0.130832930778651
semibin_SRR6000891.14	0.509830329160878	0.553895195697932
semibin_SRR6000890.9	-0.626428541202357	-0.410640614355416
semibin_SRR6000877.55	-0.0537073579023388	-0.113215277219624
semibin_SRR5930536.9	0.212703529339025	-0.251194821918816
semibin_SRR5930536.88	0.340107950906942	1.11239262459198
semibin_SRR5930536.78	-0.499194141883662	-0.351855206551463
semibin_SRR5930536.61_sub	-0.532401498813441	-0.130358660841794
semibin_SRR5930536.22	-0.747538891095927	-0.26309734793982
semibin_SRR5930534.80	0.861530039053151	0.762123545383601
semibin_SRR5930534.11	-0.740309115905574	-0.24506226393065
semibin_SRR5930533.9	3.29027852747936	1.24713166592041
semibin_SRR5930533.64	0.089711252193639	-0.719298163677068
semibin_SRR5930533.32_sub	1.13176545832653	-0.0488666093595932
semibin_SRR5930533.29	-0.332652081210425	0.0384000444165756
semibin_SRR5930533.15	-0.660196777839473	-0.134438688183636
semibin_SRR5930532.79	-0.325115275044253	0.214239855980067
semibin_SRR5930532.72	-0.729246404428294	-0.246686348939748
semibin_SRR5930532.57	-0.693559643287471	-0.178023094559521
semibin_SRR5930532.36	-0.742240932245066	-0.372951066369624
semibin_SRR5930532.161	-0.756915387172511	-0.279051391656012
semibin_SRR5930532.139	-0.31209309253495	0.345478674148708
semibin_SRR5930532.101_sub	-0.31084961484771	0.218410512184291
semibin_SRR5930531.66	-0.179376718063166	0.545665045951991
semibin_SRR5930531.50	2.7156554195692	-0.753740350032658
semibin_SRR5930531.21	1.7994504902174	0.856348713611751
semibin_SRR5930530.103	-0.768640932102015	-0.292839749033065
semibin_SRR5930529.84	-0.565233763713649	-0.430919917548508
semibin_SRR5930529.60	-0.626674350757411	-0.0903121775635193
semibin_SRR5930529.59	-0.49596985842686	0.0360737645379593
semibin_SRR5930529.29	-0.405376602370551	0.143128445123821
semibin_SRR5930529.25	-0.169473786313346	-0.498141924167485
semibin_SRR5930529.2	-0.68379875685673	-0.15350679519257
semibin_SRR5930529.122	-0.230929047275594	0.591782292102962
semibin_SRR5930528.83_sub	-0.722172554988673	-0.375787554556937
semibin_SRR5930528.78	-0.463625368137172	0.199269374584346
semibin_SRR5930528.37	0.125843409042546	0.542511483406215
semibin_SRR5930528.277	-0.331687886674216	0.00909342405715485
semibin_SRR5930528.15	-0.513735231418422	0.130602946256786
