OTU ID	SRR16554624	SRR16554625	SRR16554626	SRR16554627	SRR16554628	SRR16554630	SRR16554631	SRR16554632	SRR16554633	SRR16554634	SRR16554635	SRR16554636	SRR16554637	SRR16554638	SRR16554639	SRR16554640	SRR16554641	SRR16554642	SRR16554643	SRR16554644	SRR16554645	SRR16554646	SRR16554647	SRR16554648	SRR16554649	SRR16554650	SRR16554651	SRR16554652	SRR16554653	SRR16554654	SRR16554655	SRR16554656	SRR16554657	SRR16554658	SRR16554659	SRR16554660	SRR16554662	SRR16554663	SRR16554664	SRR16554665	SRR16554666	SRR16554667	SRR16554668	SRR16554669	SRR16554670	SRR16554671	SRR16554672	SRR16554673	SRR16554674	SRR16554675	SRR16554678	SRR16554679	SRR16554680	SRR16554681	SRR16554684	SRR16554686	SRR16554687	SRR16554689	SRR16554691	SRR16554697	SRR16554698	SRR16554704	SRR16554705	SRR16554708	SRR16554713	SRR16554714	SRR16554715	SRR16554716	SRR16554717	SRR16554718	SRR16554719	SRR16554720	SRR16554721	SRR16554722	SRR16554723	SRR16554724	SRR16554725	SRR16554726	SRR16554727	SRR16554728	SRR16554729	SRR16554730	SRR16554731	SRR16554732	SRR16554734	SRR16554737	SRR16554738	SRR16554740	SRR16554743	SRR16554744	SRR16554747	SRR16554748	SRR16554749	SRR16554750	SRR16554751	SRR16554752	SRR16554753	SRR16554754	SRR16554755	SRR16554756	SRR16554757	SRR16554758	SRR16554759	SRR16554760	SRR16554761	SRR16554762	SRR16554763	SRR16554764	SRR16554765	SRR16554766	SRR16554767	SRR16554768	SRR16554769	SRR16554770	SRR16554771	SRR16554772	SRR16554773	SRR16554774	SRR16554775	SRR16554776	SRR16554777	SRR16554778	SRR16554779	SRR16554780	SRR16554781	SRR16554782	SRR16554783	SRR16554784	SRR16554785	SRR16554786	SRR16554787	SRR16554788	SRR16554789	SRR16554790
semibin_SRR8387712.8_sub	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12365320325003631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11012967403733168	0.0	0.0	0.0	0.2595756913887108	0.26860107487970475	0.0	0.0	0.34735189253468096	0.0	0.0	0.0	0.0	0.18816673295987343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2110903772625068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2441226011845699	0.0	0.0	0.0	0.1786672682223661	0.0
semibin_SRR8387712.32	0.0	0.0	0.0	0.0	0.0	0.5168584492759501	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387707.23	0.0	0.0	0.5275766875179428	0.08735007571580425	0.20945095476534034	0.0	0.0	0.0	0.0	0.19396867216610858	0.0	0.0	0.0	0.6965765063003742	0.0	0.0	0.17842819364783888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1855754511642738	0.0	0.0	0.0	0.2659589803331827	0.0	0.0	0.0	0.0	0.0	0.10408059541392568	0.0	0.7224916432332147	0.0	0.1139137135055377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4772204760679384	0.13654961614008862	0.0	0.0	0.0	0.3396026960767262	0.0	0.0	0.0	0.30157044555876383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09306090367627672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11625192421322157	0.0	0.0	0.0	0.0	0.0	0.0	0.3543669758783482	0.0	0.6891013837952884	0.45834349738743424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16201772176732995	0.0	0.0	0.0	0.4146443623306976	0.0	0.0	0.0	0.0	0.09204566049248337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20881353539908398	0.0	0.0	0.0	0.0	0.0	0.15058256345494292
semibin_SRR8387707.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16419883775671051	0.0	0.0	0.0	0.0	0.0	0.0	5.310293615803489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387683.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6617397943895449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387683.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4935884347095729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387683.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.092301841536644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46716590838225264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7097917468290685	0.0
semibin_SRR8387683.30	0.0	0.0	0.0	0.09811253514663913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.202222476000984	0.0	0.0	0.6991800106500727	0.0	0.16097308060879978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3604399901585493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3935798285468806	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387683.16	0.0	2.4050796686988534	0.0	0.16943655087770249	0.43146450467088704	0.0	0.0	0.26866633267437096	0.0	0.15380677299862938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08408593175580358	0.0	0.0	0.1810103120528033	0.0	0.23676061741421778	0.20566434087715618	0.0	0.19764508718624552	0.47048040741840214	0.6876765130534536	0.0	0.0	0.0	0.5514414644008712	0.0	0.0	0.0	1.6707610809893938	0.6146914918779327	0.0	0.0	0.0	0.0	0.5459361859924201	0.0	0.0	0.6271143049236891	0.28183578567890255	0.0	0.2905352604001555	1.1126423223216955	1.900661753060223	0.0	1.6521616184224168	0.5799300814149031	0.4907928162361252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5439726205907371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6956290048582305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2829844468445432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.32199438953280896	0.0	0.0	0.0	0.2988191246565628	0.5932864568912041	0.0	0.34469206974929545	0.0	0.0	0.0	0.0	0.0	0.3418122519189419	0.0	0.0	0.0	0.0	0.17855931404372458	0.8818994213542144	0.0	1.3933725811146616	0.0	0.0	0.0	0.0	0.10320781737335563	0.0	0.0	0.0	0.0	0.0	0.0
semibin_SRR8387681.3	0.0	0.0	0.0	0.09850839597268445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21357809223451635	0.0	0.0	0.6803275901118282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34060393927056626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
